t_s,qpos_shoulder_pan,qpos_shoulder_lift,qpos_elbow_flex,qpos_wrist_flex,qpos_wrist_roll,qpos_gripper
25.46179,0.207783,-1.596678,1.515985,0.361607,1.842398,-0.179949
25.52979,0.207783,-1.596918,1.515882,0.402066,1.842398,-0.179949
25.59779,0.207783,-1.597194,1.515763,0.444076,1.842398,-0.179949
25.66579,0.207783,-1.597500,1.515632,0.486191,1.842398,-0.179949
25.73379,0.207783,-1.597821,1.515493,0.526952,1.842398,-0.179949
25.80178,0.207783,-1.598143,1.515355,0.564886,1.842398,-0.179949
25.86978,0.207783,-1.598432,1.515231,0.597047,1.842398,-0.179949
25.93778,0.207783,-1.598709,1.515112,0.626334,1.842398,-0.179949
26.00579,0.207783,-1.598939,1.515013,0.649796,1.842398,-0.179949
26.07379,0.207783,-1.599086,1.514949,0.664474,1.842398,-0.179949
26.14179,0.207783,-1.599131,1.514930,0.668880,1.842398,-0.179949
26.20979,0.207783,-1.599146,1.514923,0.670349,1.842398,-0.179949
26.27779,0.207783,-1.599071,1.514956,0.663006,1.842398,-0.179949
26.34579,0.207783,-1.598909,1.515025,0.646861,1.842398,-0.179949
26.41380,0.207783,-1.598709,1.515112,0.626334,1.842398,-0.179949
26.48181,0.207783,-1.598473,1.515213,0.601437,1.842398,-0.179949
26.54981,0.207783,-1.598195,1.515333,0.570730,1.842398,-0.179949
26.61780,0.207783,-1.597906,1.515457,0.537157,1.842398,-0.179949
26.68580,0.207783,-1.597600,1.515588,0.499282,1.842398,-0.179949
26.75380,0.207783,-1.597307,1.515715,0.460038,1.842398,-0.179949
26.82180,0.207783,-1.597019,1.515838,0.417988,1.842398,-0.179949
26.88980,0.207783,-1.596769,1.515946,0.377490,1.842398,-0.179949
26.95780,0.207783,-1.596546,1.516042,0.337092,1.842398,-0.179949
27.02581,0.207783,-1.596351,1.516126,0.296797,1.842398,-0.179949
27.09381,0.207783,-1.596195,1.516193,0.259472,1.842398,-0.179949
27.16180,0.207783,-1.596083,1.516241,0.227959,1.842398,-0.179949
27.22981,0.207783,-1.595999,1.516277,0.200796,1.842398,-0.179949
27.29781,0.207783,-1.595946,1.516300,0.180812,1.842398,-0.179949
27.36581,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
27.43382,0.207783,-1.595913,1.516314,0.166554,1.842398,-0.179949
27.50182,0.207783,-1.595913,1.516314,0.166554,1.842398,-0.179949
27.56982,0.207783,-1.595933,1.516306,0.175107,1.842398,-0.179949
27.63781,0.207783,-1.595972,1.516289,0.190801,1.842398,-0.179949
27.70581,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
27.77381,0.207783,-1.596122,1.516224,0.239411,1.842398,-0.179949
27.84180,0.207783,-1.596235,1.516176,0.269512,1.842398,-0.179949
27.90981,0.207783,-1.596391,1.516109,0.305423,1.842398,-0.179949
27.97782,0.207783,-1.596569,1.516032,0.341416,1.842398,-0.179949
28.04582,0.207783,-1.596795,1.515935,0.381824,1.842398,-0.179949
28.11382,0.207783,-1.597057,1.515822,0.423782,1.842398,-0.179949
28.18181,0.207783,-1.597338,1.515701,0.464394,1.842398,-0.179949
28.24982,0.207783,-1.597657,1.515564,0.506559,1.842398,-0.179949
28.31780,0.207783,-1.597967,1.515431,0.544450,1.842398,-0.179949
28.38581,0.207783,-1.598299,1.515288,0.582422,1.842398,-0.179949
28.45382,0.207783,-1.598583,1.515166,0.613149,1.842398,-0.179949
28.52182,0.207783,-1.598837,1.515057,0.639528,1.842398,-0.179949
28.58982,0.207783,-1.599027,1.514975,0.658601,1.842398,-0.179949
28.65782,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
28.72582,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
28.79382,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
28.86182,0.207783,-1.598997,1.514988,0.655666,1.842398,-0.179949
28.92982,0.207783,-1.598823,1.515063,0.638061,1.842398,-0.179949
28.99782,0.207783,-1.598597,1.515160,0.614614,1.842398,-0.179949
29.06583,0.207783,-1.598339,1.515271,0.586808,1.842398,-0.179949
29.13382,0.207783,-1.598054,1.515393,0.554665,1.842398,-0.179949
29.20182,0.207783,-1.597750,1.515524,0.518209,1.842398,-0.179949
29.26982,0.207783,-1.597456,1.515650,0.480375,1.842398,-0.179949
29.33782,0.207783,-1.597164,1.515776,0.439725,1.842398,-0.179949
29.40582,0.207783,-1.596891,1.515894,0.397727,1.842398,-0.179949
29.47383,0.207783,-1.596646,1.515999,0.355836,1.842398,-0.179949
29.54183,0.207783,-1.596445,1.516085,0.316932,1.842398,-0.179949
29.60983,0.207783,-1.596270,1.516160,0.278123,1.842398,-0.179949
29.67783,0.207783,-1.596137,1.516218,0.243708,1.842398,-0.179949
29.74583,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
29.81384,0.207783,-1.595968,1.516290,0.189374,1.842398,-0.179949
29.88183,0.207783,-1.595929,1.516307,0.173681,1.842398,-0.179949
29.94984,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
30.01784,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
30.08584,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
30.15384,0.207783,-1.595950,1.516298,0.182239,1.842398,-0.179949
30.22184,0.207783,-1.596003,1.516275,0.202225,1.842398,-0.179949
30.28983,0.207783,-1.596078,1.516243,0.226529,1.842398,-0.179949
30.35785,0.207783,-1.596174,1.516202,0.253738,1.842398,-0.179949
30.42584,0.207783,-1.596313,1.516142,0.288175,1.842398,-0.179949
30.49384,0.207783,-1.596474,1.516073,0.322689,1.842398,-0.179949
30.56184,0.207783,-1.596678,1.515985,0.361607,1.842398,-0.179949
