t_s,qpos_shoulder_pan,qpos_shoulder_lift,qpos_elbow_flex,qpos_wrist_flex,qpos_wrist_roll,qpos_gripper
3.27734,0.207783,-1.599146,1.514923,0.670349,1.842398,-0.179949
3.34586,0.207783,-1.598997,1.514988,0.655666,1.842398,-0.179949
3.41435,0.207783,-1.598823,1.515063,0.638061,1.842398,-0.179949
3.48258,0.207783,-1.598597,1.515160,0.614614,1.842398,-0.179949
3.55058,0.207783,-1.598339,1.515271,0.586808,1.842398,-0.179949
3.62101,0.207783,-1.598042,1.515399,0.553206,1.842398,-0.179949
3.68934,0.207783,-1.597739,1.515529,0.516753,1.842398,-0.179949
3.75779,0.207783,-1.597456,1.515650,0.480375,1.842398,-0.179949
3.82605,0.207783,-1.597155,1.515780,0.438275,1.842398,-0.179949
3.89441,0.207783,-1.596891,1.515894,0.397727,1.842398,-0.179949
3.96290,0.207783,-1.596646,1.515999,0.355836,1.842398,-0.179949
4.03107,0.207783,-1.596445,1.516085,0.316932,1.842398,-0.179949
4.09907,0.207783,-1.596270,1.516160,0.278123,1.842398,-0.179949
4.16707,0.207783,-1.596137,1.516218,0.243708,1.842398,-0.179949
4.23507,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
4.30307,0.207783,-1.595968,1.516290,0.189374,1.842398,-0.179949
4.37106,0.207783,-1.595929,1.516307,0.173681,1.842398,-0.179949
4.43907,0.207783,-1.595913,1.516314,0.166554,1.842398,-0.179949
4.50706,0.207783,-1.595910,1.516315,0.165129,1.842398,-0.179949
4.57506,0.207783,-1.595919,1.516311,0.169405,1.842398,-0.179949
4.64307,0.207783,-1.595954,1.516297,0.183665,1.842398,-0.179949
4.71106,0.207783,-1.596003,1.516275,0.202225,1.842398,-0.179949
4.77908,0.207783,-1.596078,1.516243,0.226529,1.842398,-0.179949
4.84708,0.207783,-1.596179,1.516200,0.255171,1.842398,-0.179949
4.91508,0.207783,-1.596307,1.516145,0.286739,1.842398,-0.179949
4.98308,0.207783,-1.596474,1.516073,0.322689,1.842398,-0.179949
5.05108,0.207783,-1.596678,1.515985,0.361607,1.842398,-0.179949
5.11908,0.207783,-1.596927,1.515878,0.403513,1.842398,-0.179949
5.18708,0.207783,-1.597194,1.515763,0.444076,1.842398,-0.179949
5.25508,0.207783,-1.597500,1.515632,0.486191,1.842398,-0.179949
5.32308,0.207783,-1.597809,1.515498,0.525494,1.842398,-0.179949
5.39108,0.207783,-1.598143,1.515355,0.564886,1.842398,-0.179949
5.45908,0.207783,-1.598432,1.515231,0.597047,1.842398,-0.179949
5.52708,0.207783,-1.598709,1.515112,0.626334,1.842398,-0.179949
5.59507,0.207783,-1.598939,1.515013,0.649796,1.842398,-0.179949
5.66308,0.207783,-1.599086,1.514949,0.664474,1.842398,-0.179949
5.73107,0.207783,-1.599131,1.514930,0.668880,1.842398,-0.179949
5.79907,0.207783,-1.599131,1.514930,0.668880,1.842398,-0.179949
5.86708,0.207783,-1.599071,1.514956,0.663006,1.842398,-0.179949
5.93508,0.207783,-1.598909,1.515025,0.646861,1.842398,-0.179949
6.00309,0.207783,-1.598709,1.515112,0.626334,1.842398,-0.179949
6.07110,0.207783,-1.598459,1.515219,0.599974,1.842398,-0.179949
6.13910,0.207783,-1.598182,1.515338,0.569269,1.842398,-0.179949
6.20709,0.207783,-1.597894,1.515462,0.535699,1.842398,-0.179949
6.27508,0.207783,-1.597600,1.515588,0.499282,1.842398,-0.179949
6.34308,0.207783,-1.597296,1.515719,0.458586,1.842398,-0.179949
6.41110,0.207783,-1.597019,1.515838,0.417988,1.842398,-0.179949
6.47909,0.207783,-1.596769,1.515946,0.377490,1.842398,-0.179949
6.54708,0.207783,-1.596546,1.516042,0.337092,1.842398,-0.179949
6.61509,0.207783,-1.596351,1.516126,0.296797,1.842398,-0.179949
6.68310,0.207783,-1.596195,1.516193,0.259472,1.842398,-0.179949
6.75110,0.207783,-1.596083,1.516241,0.227959,1.842398,-0.179949
6.81911,0.207783,-1.595999,1.516277,0.200796,1.842398,-0.179949
6.88710,0.207783,-1.595946,1.516300,0.180812,1.842398,-0.179949
6.95511,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
7.02313,0.207783,-1.595913,1.516314,0.166554,1.842398,-0.179949
7.09111,0.207783,-1.595910,1.516315,0.165129,1.842398,-0.179949
7.15911,0.207783,-1.595936,1.516304,0.176533,1.842398,-0.179949
7.22718,0.207783,-1.595972,1.516289,0.190801,1.842398,-0.179949
7.29550,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
7.36366,0.207783,-1.596122,1.516224,0.239411,1.842398,-0.179949
7.43157,0.207783,-1.596235,1.516176,0.269512,1.842398,-0.179949
7.49956,0.207783,-1.596384,1.516111,0.303985,1.842398,-0.179949
7.56756,0.207783,-1.596576,1.516029,0.342857,1.842398,-0.179949
7.63557,0.207783,-1.596786,1.515939,0.380379,1.842398,-0.179949
7.70357,0.207783,-1.597057,1.515822,0.423782,1.842398,-0.179949
7.77157,0.207783,-1.597338,1.515701,0.464394,1.842398,-0.179949
7.83957,0.207783,-1.597657,1.515564,0.506559,1.842398,-0.179949
7.90756,0.207783,-1.597967,1.515431,0.544450,1.842398,-0.179949
7.97556,0.207783,-1.598299,1.515288,0.582422,1.842398,-0.179949
8.04356,0.207783,-1.598583,1.515166,0.613149,1.842398,-0.179949
8.11156,0.207783,-1.598837,1.515057,0.639528,1.842398,-0.179949
8.17957,0.207783,-1.599027,1.514975,0.658601,1.842398,-0.179949
8.24757,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
8.31557,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
8.38360,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
8.45161,0.207783,-1.598997,1.514988,0.655666,1.842398,-0.179949
8.51957,0.207783,-1.598823,1.515063,0.638061,1.842398,-0.179949
8.58758,0.207783,-1.598597,1.515160,0.614614,1.842398,-0.179949
8.65558,0.207783,-1.598339,1.515271,0.586808,1.842398,-0.179949
8.72358,0.207783,-1.598054,1.515393,0.554665,1.842398,-0.179949
8.79158,0.207783,-1.597750,1.515524,0.518209,1.842398,-0.179949
8.85957,0.207783,-1.597456,1.515650,0.480375,1.842398,-0.179949
8.92758,0.207783,-1.597164,1.515776,0.439725,1.842398,-0.179949
8.99560,0.207783,-1.596891,1.515894,0.397727,1.842398,-0.179949
9.06359,0.207783,-1.596646,1.515999,0.355836,1.842398,-0.179949
9.13158,0.207783,-1.596445,1.516085,0.316932,1.842398,-0.179949
9.19957,0.207783,-1.596276,1.516158,0.279559,1.842398,-0.179949
9.26758,0.207783,-1.596137,1.516218,0.243708,1.842398,-0.179949
9.33558,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
9.40358,0.207783,-1.595968,1.516290,0.189374,1.842398,-0.179949
9.47158,0.207783,-1.595929,1.516307,0.173681,1.842398,-0.179949
9.53958,0.207783,-1.595913,1.516314,0.166554,1.842398,-0.179949
9.60759,0.207783,-1.595910,1.516315,0.165129,1.842398,-0.179949
9.67561,0.207783,-1.595919,1.516311,0.169405,1.842398,-0.179949
9.74364,0.207783,-1.595950,1.516298,0.182239,1.842398,-0.179949
9.81159,0.207783,-1.596003,1.516275,0.202225,1.842398,-0.179949
9.87958,0.207783,-1.596078,1.516243,0.226529,1.842398,-0.179949
9.94758,0.207783,-1.596174,1.516202,0.253738,1.842398,-0.179949
10.01559,0.207783,-1.596307,1.516145,0.286739,1.842398,-0.179949
10.08359,0.207783,-1.596474,1.516073,0.322689,1.842398,-0.179949
10.15159,0.207783,-1.596678,1.515985,0.361607,1.842398,-0.179949
10.21960,0.207783,-1.596918,1.515882,0.402066,1.842398,-0.179949
10.28760,0.207783,-1.597194,1.515763,0.444076,1.842398,-0.179949
10.35560,0.207783,-1.597500,1.515632,0.486191,1.842398,-0.179949
10.42360,0.207783,-1.597809,1.515498,0.525494,1.842398,-0.179949
10.49160,0.207783,-1.598130,1.515360,0.563426,1.842398,-0.179949
10.55961,0.207783,-1.598432,1.515231,0.597047,1.842398,-0.179949
10.62760,0.207783,-1.598709,1.515112,0.626334,1.842398,-0.179949
10.69559,0.207783,-1.598939,1.515013,0.649796,1.842398,-0.179949
10.76360,0.207783,-1.599086,1.514949,0.664474,1.842398,-0.179949
10.83161,0.207783,-1.599131,1.514930,0.668880,1.842398,-0.179949
10.89961,0.207783,-1.599131,1.514930,0.668880,1.842398,-0.179949
10.96760,0.207783,-1.599057,1.514962,0.661538,1.842398,-0.179949
11.03560,0.207783,-1.598909,1.515025,0.646861,1.842398,-0.179949
11.10360,0.207783,-1.598709,1.515112,0.626334,1.842398,-0.179949
11.17160,0.207783,-1.598473,1.515213,0.601437,1.842398,-0.179949
11.23961,0.207783,-1.598195,1.515333,0.570730,1.842398,-0.179949
11.30761,0.207783,-1.597906,1.515457,0.537157,1.842398,-0.179949
11.37561,0.207783,-1.597600,1.515588,0.499282,1.842398,-0.179949
11.44362,0.207783,-1.597307,1.515715,0.460038,1.842398,-0.179949
11.51161,0.207783,-1.597029,1.515834,0.419437,1.842398,-0.179949
11.57961,0.207783,-1.596769,1.515946,0.377490,1.842398,-0.179949
11.64761,0.207783,-1.596546,1.516042,0.337092,1.842398,-0.179949
11.71561,0.207783,-1.596351,1.516126,0.296797,1.842398,-0.179949
11.78361,0.207783,-1.596201,1.516190,0.260906,1.842398,-0.179949
11.85171,0.207783,-1.596083,1.516241,0.227959,1.842398,-0.179949
11.91961,0.207783,-1.595999,1.516277,0.200796,1.842398,-0.179949
11.98761,0.207783,-1.595946,1.516300,0.180812,1.842398,-0.179949
12.05562,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
12.12362,0.207783,-1.595910,1.516315,0.165129,1.842398,-0.179949
12.19163,0.207783,-1.595910,1.516315,0.165129,1.842398,-0.179949
12.25963,0.207783,-1.595936,1.516304,0.176533,1.842398,-0.179949
12.32763,0.207783,-1.595972,1.516289,0.190801,1.842398,-0.179949
12.39572,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
12.46373,0.207783,-1.596122,1.516224,0.239411,1.842398,-0.179949
12.53164,0.207783,-1.596235,1.516176,0.269512,1.842398,-0.179949
12.59962,0.207783,-1.596384,1.516111,0.303985,1.842398,-0.179949
12.66763,0.207783,-1.596569,1.516032,0.341416,1.842398,-0.179949
12.73563,0.207783,-1.596795,1.515935,0.381824,1.842398,-0.179949
12.80363,0.207783,-1.597057,1.515822,0.423782,1.842398,-0.179949
12.87163,0.207783,-1.597338,1.515701,0.464394,1.842398,-0.179949
12.93962,0.207783,-1.597657,1.515564,0.506559,1.842398,-0.179949
13.00762,0.207783,-1.597967,1.515431,0.544450,1.842398,-0.179949
13.07563,0.207783,-1.598299,1.515288,0.582422,1.842398,-0.179949
13.14363,0.207783,-1.598583,1.515166,0.613149,1.842398,-0.179949
13.21163,0.207783,-1.598837,1.515057,0.639528,1.842398,-0.179949
13.27971,0.207783,-1.599027,1.514975,0.658601,1.842398,-0.179949
13.34763,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
13.41564,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
13.48364,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
13.55201,0.207783,-1.598997,1.514988,0.655666,1.842398,-0.179949
13.62016,0.207783,-1.598823,1.515063,0.638061,1.842398,-0.179949
13.68816,0.207783,-1.598597,1.515160,0.614614,1.842398,-0.179949
13.75616,0.207783,-1.598339,1.515271,0.586808,1.842398,-0.179949
13.82417,0.207783,-1.598054,1.515393,0.554665,1.842398,-0.179949
13.89218,0.207783,-1.597762,1.515519,0.519666,1.842398,-0.179949
13.96018,0.207783,-1.597456,1.515650,0.480375,1.842398,-0.179949
14.02823,0.207783,-1.597164,1.515776,0.439725,1.842398,-0.179949
14.09622,0.207783,-1.596891,1.515894,0.397727,1.842398,-0.179949
14.16417,0.207783,-1.596654,1.515995,0.357278,1.842398,-0.179949
14.23219,0.207783,-1.596445,1.516085,0.316932,1.842398,-0.179949
14.30018,0.207783,-1.596270,1.516160,0.278123,1.842398,-0.179949
14.36818,0.207783,-1.596137,1.516218,0.243708,1.842398,-0.179949
14.43619,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
14.50416,0.207783,-1.595972,1.516289,0.190801,1.842398,-0.179949
14.57219,0.207783,-1.595929,1.516307,0.173681,1.842398,-0.179949
14.64017,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
14.70818,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
14.77620,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
14.84419,0.207783,-1.595950,1.516298,0.182239,1.842398,-0.179949
14.91219,0.207783,-1.596003,1.516275,0.202225,1.842398,-0.179949
14.98019,0.207783,-1.596078,1.516243,0.226529,1.842398,-0.179949
15.04819,0.207783,-1.596179,1.516200,0.255171,1.842398,-0.179949
15.11620,0.207783,-1.596307,1.516145,0.286739,1.842398,-0.179949
15.18420,0.207783,-1.596474,1.516073,0.322689,1.842398,-0.179949
15.25220,0.207783,-1.596678,1.515985,0.361607,1.842398,-0.179949
15.32018,0.207783,-1.596918,1.515882,0.402066,1.842398,-0.179949
15.38821,0.207783,-1.597194,1.515763,0.444076,1.842398,-0.179949
15.45622,0.207783,-1.597489,1.515636,0.484737,1.842398,-0.179949
15.52421,0.207783,-1.597809,1.515498,0.525494,1.842398,-0.179949
15.59221,0.207783,-1.598130,1.515360,0.563426,1.842398,-0.179949
15.66021,0.207783,-1.598432,1.515231,0.597047,1.842398,-0.179949
15.72821,0.207783,-1.598709,1.515112,0.626334,1.842398,-0.179949
15.79619,0.207783,-1.598939,1.515013,0.649796,1.842398,-0.179949
15.86420,0.207783,-1.599086,1.514949,0.664474,1.842398,-0.179949
15.93221,0.207783,-1.599131,1.514930,0.668880,1.842398,-0.179949
16.00021,0.207783,-1.599131,1.514930,0.668880,1.842398,-0.179949
16.06822,0.207783,-1.599057,1.514962,0.661538,1.842398,-0.179949
16.13622,0.207783,-1.598909,1.515025,0.646861,1.842398,-0.179949
16.20422,0.207783,-1.598709,1.515112,0.626334,1.842398,-0.179949
16.27221,0.207783,-1.598473,1.515213,0.601437,1.842398,-0.179949
16.34021,0.207783,-1.598182,1.515338,0.569269,1.842398,-0.179949
16.40822,0.207783,-1.597894,1.515462,0.535699,1.842398,-0.179949
16.47621,0.207783,-1.597600,1.515588,0.499282,1.842398,-0.179949
16.54421,0.207783,-1.597307,1.515715,0.460038,1.842398,-0.179949
16.61222,0.207783,-1.597029,1.515834,0.419437,1.842398,-0.179949
16.68022,0.207783,-1.596769,1.515946,0.377490,1.842398,-0.179949
16.74823,0.207783,-1.596539,1.516045,0.335651,1.842398,-0.179949
16.81623,0.207783,-1.596351,1.516126,0.296797,1.842398,-0.179949
16.88421,0.207783,-1.596195,1.516193,0.259472,1.842398,-0.179949
16.95221,0.207783,-1.596083,1.516241,0.227959,1.842398,-0.179949
17.02022,0.207783,-1.595999,1.516277,0.200796,1.842398,-0.179949
17.08822,0.207783,-1.595946,1.516300,0.180812,1.842398,-0.179949
17.15622,0.207783,-1.595919,1.516311,0.169405,1.842398,-0.179949
17.22422,0.207783,-1.595910,1.516315,0.165129,1.842398,-0.179949
17.29222,0.207783,-1.595910,1.516315,0.165129,1.842398,-0.179949
17.36022,0.207783,-1.595936,1.516304,0.176533,1.842398,-0.179949
17.42823,0.207783,-1.595972,1.516289,0.190801,1.842398,-0.179949
17.49650,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
17.56468,0.207783,-1.596122,1.516224,0.239411,1.842398,-0.179949
17.63268,0.207783,-1.596235,1.516176,0.269512,1.842398,-0.179949
17.70069,0.207783,-1.596384,1.516111,0.303985,1.842398,-0.179949
17.76868,0.207783,-1.596569,1.516032,0.341416,1.842398,-0.179949
17.83669,0.207783,-1.596795,1.515935,0.381824,1.842398,-0.179949
17.90468,0.207783,-1.597057,1.515822,0.423782,1.842398,-0.179949
17.97270,0.207783,-1.597338,1.515701,0.464394,1.842398,-0.179949
18.04074,0.207783,-1.597646,1.515569,0.505104,1.842398,-0.179949
18.10940,0.207783,-1.597979,1.515425,0.545909,1.842398,-0.179949
18.17903,0.207783,-1.598299,1.515288,0.582422,1.842398,-0.179949
18.24819,0.207783,-1.598597,1.515160,0.614614,1.842398,-0.179949
18.31821,0.207783,-1.598837,1.515057,0.639528,1.842398,-0.179949
18.38653,0.207783,-1.599027,1.514975,0.658601,1.842398,-0.179949
18.45537,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
18.52415,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
18.59251,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
18.66072,0.207783,-1.598997,1.514988,0.655666,1.842398,-0.179949
18.72876,0.207783,-1.598823,1.515063,0.638061,1.842398,-0.179949
18.79676,0.207783,-1.598597,1.515160,0.614614,1.842398,-0.179949
18.86475,0.207783,-1.598339,1.515271,0.586808,1.842398,-0.179949
18.93271,0.207783,-1.598054,1.515393,0.554665,1.842398,-0.179949
19.00071,0.207783,-1.597750,1.515524,0.518209,1.842398,-0.179949
19.06871,0.207783,-1.597456,1.515650,0.480375,1.842398,-0.179949
19.13671,0.207783,-1.597164,1.515776,0.439725,1.842398,-0.179949
19.20471,0.207783,-1.596891,1.515894,0.397727,1.842398,-0.179949
19.27271,0.207783,-1.596646,1.515999,0.355836,1.842398,-0.179949
19.34071,0.207783,-1.596445,1.516085,0.316932,1.842398,-0.179949
19.40871,0.207783,-1.596270,1.516160,0.278123,1.842398,-0.179949
19.47671,0.207783,-1.596137,1.516218,0.243708,1.842398,-0.179949
19.54471,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
19.61272,0.207783,-1.595968,1.516290,0.189374,1.842398,-0.179949
19.68071,0.207783,-1.595929,1.516307,0.173681,1.842398,-0.179949
19.74871,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
19.81671,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
19.88471,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
19.95271,0.207783,-1.595950,1.516298,0.182239,1.842398,-0.179949
20.02072,0.207783,-1.596003,1.516275,0.202225,1.842398,-0.179949
20.08872,0.207783,-1.596078,1.516243,0.226529,1.842398,-0.179949
20.15672,0.207783,-1.596174,1.516202,0.253738,1.842398,-0.179949
20.22472,0.207783,-1.596307,1.516145,0.286739,1.842398,-0.179949
20.29271,0.207783,-1.596474,1.516073,0.322689,1.842398,-0.179949
20.36071,0.207783,-1.596678,1.515985,0.361607,1.842398,-0.179949
20.42872,0.207783,-1.596918,1.515882,0.402066,1.842398,-0.179949
20.49671,0.207783,-1.597194,1.515763,0.444076,1.842398,-0.179949
20.56472,0.207783,-1.597489,1.515636,0.484737,1.842398,-0.179949
20.63272,0.207783,-1.597809,1.515498,0.525494,1.842398,-0.179949
20.70072,0.207783,-1.598130,1.515360,0.563426,1.842398,-0.179949
20.76872,0.207783,-1.598432,1.515231,0.597047,1.842398,-0.179949
20.83673,0.207783,-1.598709,1.515112,0.626334,1.842398,-0.179949
20.90472,0.207783,-1.598939,1.515013,0.649796,1.842398,-0.179949
20.97274,0.207783,-1.599086,1.514949,0.664474,1.842398,-0.179949
21.04074,0.207783,-1.599131,1.514930,0.668880,1.842398,-0.179949
21.10873,0.207783,-1.599131,1.514930,0.668880,1.842398,-0.179949
21.17672,0.207783,-1.599057,1.514962,0.661538,1.842398,-0.179949
21.24473,0.207783,-1.598924,1.515019,0.648328,1.842398,-0.179949
21.31273,0.207783,-1.598709,1.515112,0.626334,1.842398,-0.179949
21.38073,0.207783,-1.598459,1.515219,0.599974,1.842398,-0.179949
21.44918,0.207783,-1.598195,1.515333,0.570730,1.842398,-0.179949
21.51727,0.207783,-1.597894,1.515462,0.535699,1.842398,-0.179949
21.58527,0.207783,-1.597600,1.515588,0.499282,1.842398,-0.179949
21.65328,0.207783,-1.597307,1.515715,0.460038,1.842398,-0.179949
21.72128,0.207783,-1.597029,1.515834,0.419437,1.842398,-0.179949
21.78927,0.207783,-1.596769,1.515946,0.377490,1.842398,-0.179949
21.85727,0.207783,-1.596539,1.516045,0.335651,1.842398,-0.179949
21.92528,0.207783,-1.596351,1.516126,0.296797,1.842398,-0.179949
21.99328,0.207783,-1.596201,1.516190,0.260906,1.842398,-0.179949
22.06129,0.207783,-1.596083,1.516241,0.227959,1.842398,-0.179949
22.12929,0.207783,-1.595999,1.516277,0.200796,1.842398,-0.179949
22.19728,0.207783,-1.595946,1.516300,0.180812,1.842398,-0.179949
22.26528,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
22.33329,0.207783,-1.595913,1.516314,0.166554,1.842398,-0.179949
22.40130,0.207783,-1.595913,1.516314,0.166554,1.842398,-0.179949
22.46929,0.207783,-1.595933,1.516306,0.175107,1.842398,-0.179949
22.53730,0.207783,-1.595972,1.516289,0.190801,1.842398,-0.179949
22.60529,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
22.67329,0.207783,-1.596122,1.516224,0.239411,1.842398,-0.179949
22.74129,0.207783,-1.596235,1.516176,0.269512,1.842398,-0.179949
22.80929,0.207783,-1.596384,1.516111,0.303985,1.842398,-0.179949
22.87729,0.207783,-1.596576,1.516029,0.342857,1.842398,-0.179949
22.94529,0.207783,-1.596795,1.515935,0.381824,1.842398,-0.179949
23.01361,0.207783,-1.597057,1.515822,0.423782,1.842398,-0.179949
23.08177,0.207783,-1.597338,1.515701,0.464394,1.842398,-0.179949
23.14981,0.207783,-1.597657,1.515564,0.506559,1.842398,-0.179949
23.21776,0.207783,-1.597967,1.515431,0.544450,1.842398,-0.179949
23.28575,0.207783,-1.598299,1.515288,0.582422,1.842398,-0.179949
23.35374,0.207783,-1.598583,1.515166,0.613149,1.842398,-0.179949
23.42175,0.207783,-1.598837,1.515057,0.639528,1.842398,-0.179949
23.48976,0.207783,-1.599027,1.514975,0.658601,1.842398,-0.179949
23.55775,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
23.62576,0.207783,-1.599131,1.514930,0.668880,1.842398,-0.179949
23.69376,0.207783,-1.599116,1.514936,0.667411,1.842398,-0.179949
23.76176,0.207783,-1.598997,1.514988,0.655666,1.842398,-0.179949
23.82975,0.207783,-1.598823,1.515063,0.638061,1.842398,-0.179949
23.89775,0.207783,-1.598597,1.515160,0.614614,1.842398,-0.179949
23.96576,0.207783,-1.598339,1.515271,0.586808,1.842398,-0.179949
24.03377,0.207783,-1.598054,1.515393,0.554665,1.842398,-0.179949
24.10177,0.207783,-1.597750,1.515524,0.518209,1.842398,-0.179949
24.16976,0.207783,-1.597456,1.515650,0.480375,1.842398,-0.179949
24.23776,0.207783,-1.597164,1.515776,0.439725,1.842398,-0.179949
24.30575,0.207783,-1.596900,1.515890,0.399173,1.842398,-0.179949
24.37376,0.207783,-1.596646,1.515999,0.355836,1.842398,-0.179949
24.44177,0.207783,-1.596445,1.516085,0.316932,1.842398,-0.179949
24.50977,0.207783,-1.596270,1.516160,0.278123,1.842398,-0.179949
24.57778,0.207783,-1.596137,1.516218,0.243708,1.842398,-0.179949
24.64578,0.207783,-1.596037,1.516261,0.213657,1.842398,-0.179949
24.71377,0.207783,-1.595968,1.516290,0.189374,1.842398,-0.179949
24.78177,0.207783,-1.595929,1.516307,0.173681,1.842398,-0.179949
24.84978,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
24.91777,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
24.98577,0.207783,-1.595916,1.516313,0.167979,1.842398,-0.179949
25.05378,0.207783,-1.595950,1.516298,0.182239,1.842398,-0.179949
25.12178,0.207783,-1.596003,1.516275,0.202225,1.842398,-0.179949
25.18978,0.207783,-1.596078,1.516243,0.226529,1.842398,-0.179949
25.25778,0.207783,-1.596174,1.516202,0.253738,1.842398,-0.179949
25.32578,0.207783,-1.596307,1.516145,0.286739,1.842398,-0.179949
25.39378,0.207783,-1.596474,1.516073,0.322689,1.842398,-0.179949
