t_recv_s,marker_finger_x,marker_finger_y,marker_finger_z,marker_finger_detected,marker_wrist_x,marker_wrist_y,marker_wrist_z,marker_wrist_detected
10.99739,0.159254,-0.057511,0.096782,1,0.105966,-0.038775,0.131016,1
11.03351,0.159171,-0.057407,0.096576,1,0.105855,-0.038386,0.130766,1
11.06548,0.159181,-0.058267,0.096796,1,0.106003,-0.039148,0.131019,1
11.09742,0.159279,-0.057697,0.096878,1,0.106028,-0.038941,0.131084,1
11.13339,0.158658,-0.058343,0.096835,1,0.105451,-0.039055,0.130927,1
11.16539,0.158239,-0.059789,0.097119,1,0.105157,-0.040402,0.131214,1
11.19739,0.158888,-0.057946,0.096876,1,0.105624,-0.039587,0.131179,1
11.23355,0.159303,-0.057499,0.096816,1,0.105973,-0.038433,0.130938,1
11.26527,0.159111,-0.057673,0.096675,1,0.105808,-0.038780,0.130831,1
11.29739,0.158948,-0.058343,0.096956,1,0.105734,-0.039638,0.131150,1
11.33353,0.159159,-0.057583,0.096776,1,0.105896,-0.038989,0.131031,1
11.36540,0.159161,-0.057225,0.096562,1,0.105824,-0.038813,0.130864,1
11.39739,0.159055,-0.058287,0.096850,1,0.105855,-0.039099,0.130959,1
11.43355,0.158915,-0.057971,0.096969,1,0.105676,-0.039241,0.131116,1
11.46540,0.159308,-0.055548,0.096999,1,0.105548,-0.038057,0.131121,1
11.49745,0.159648,-0.057885,0.099068,1,0.105448,-0.040203,0.131925,1
11.53338,0.159868,-0.057884,0.099571,1,0.105593,-0.039897,0.132218,1
11.56541,0.160190,-0.056836,0.099458,1,0.105689,-0.038777,0.131938,1
11.59727,0.160102,-0.057424,0.099950,1,0.105545,-0.039101,0.132179,1
11.63327,0.160539,-0.057052,0.100584,1,0.105868,-0.038435,0.132613,1
11.66554,0.160863,-0.056524,0.101177,1,0.105981,-0.037983,0.132901,1
11.69754,0.161243,-0.056484,0.101671,1,0.106220,-0.038398,0.133286,1
11.73328,0.161311,-0.056465,0.102532,1,0.106141,-0.038341,0.133865,1
11.76541,0.161870,-0.055116,0.103408,1,0.106339,-0.037124,0.134425,1
11.79741,0.161886,-0.056250,0.104470,1,0.106311,-0.038257,0.135155,1
11.83338,0.161813,-0.057012,0.104769,1,0.106316,-0.039162,0.135435,1
11.86535,0.162169,-0.055760,0.105346,1,0.106326,-0.038110,0.135736,1
11.89748,0.162362,-0.055997,0.105882,1,0.106467,-0.038055,0.135978,1
11.93330,0.162348,-0.056321,0.106060,1,0.106459,-0.038634,0.136155,1
11.96531,0.162789,-0.055084,0.107125,1,0.106510,-0.037635,0.136952,1
11.99731,0.163163,-0.054984,0.108750,1,0.106614,-0.037135,0.138014,1
12.03345,0.163303,-0.055861,0.110365,1,0.106635,-0.037916,0.139226,1
12.06534,0.163628,-0.056422,0.112020,1,0.106873,-0.038290,0.140542,1
12.09727,0.164593,-0.054775,0.113465,1,0.107366,-0.037123,0.141541,1
12.13351,0.164906,-0.055446,0.115529,1,0.107482,-0.037922,0.142997,1
12.16541,0.164974,-0.056006,0.116848,1,0.107478,-0.039093,0.144149,1
12.19745,0.165118,-0.056009,0.118220,1,0.107461,-0.038369,0.145086,1
12.22943,0.165336,-0.056400,0.119011,1,0.107617,-0.038732,0.145610,1
12.26537,0.165077,-0.057646,0.119480,1,0.107495,-0.040708,0.146050,1
12.29746,0.165134,-0.057349,0.119505,1,0.107511,-0.039931,0.146064,1
12.33341,0.165031,-0.056322,0.119670,1,0.107189,-0.039430,0.146100,1
12.36541,0.165387,-0.056905,0.119516,1,0.107684,-0.039520,0.146045,1
12.39741,0.165241,-0.056788,0.120198,1,0.107420,-0.040065,0.146588,1
12.43352,0.165335,-0.056639,0.120080,1,0.107557,-0.039164,0.146411,1
12.46525,0.165365,-0.056692,0.119906,1,0.107648,-0.039774,0.146418,1
12.49728,0.165228,-0.057239,0.119685,1,0.107662,-0.039556,0.146313,1
12.53339,0.165289,-0.056697,0.119819,1,0.107643,-0.039505,0.146430,1
12.56525,0.165370,-0.056380,0.120136,1,0.107566,-0.039214,0.146615,1
12.59740,0.165231,-0.057317,0.120646,1,0.107563,-0.040582,0.147032,1
12.63341,0.165163,-0.057394,0.120419,1,0.107561,-0.040433,0.146905,1
12.66541,0.165146,-0.056491,0.120060,1,0.107401,-0.039384,0.146541,1
12.69743,0.165167,-0.056739,0.120019,1,0.107458,-0.040177,0.146626,1
12.73336,0.165127,-0.056905,0.120020,1,0.107480,-0.039786,0.146602,1
12.76529,0.164972,-0.057161,0.119908,1,0.107367,-0.040063,0.146482,1
12.79739,0.164979,-0.057289,0.119437,1,0.107433,-0.040572,0.146195,1
12.83353,0.165131,-0.056786,0.118852,1,0.107616,-0.039948,0.145852,1
12.86540,0.165295,-0.056290,0.119239,1,0.107634,-0.039033,0.145997,1
12.89746,0.165382,-0.056578,0.119589,1,0.107663,-0.039552,0.146189,1
12.93341,0.165350,-0.056987,0.119942,1,0.107627,-0.039730,0.146405,1
12.96544,0.165353,-0.056407,0.120626,1,0.107419,-0.039288,0.146777,1
12.99754,0.165205,-0.056363,0.121096,1,0.107142,-0.039252,0.146961,1
13.03341,0.165336,-0.056528,0.121321,1,0.107215,-0.039031,0.147001,1
13.06540,0.165515,-0.056561,0.121731,1,0.107341,-0.039654,0.147340,1
13.09742,0.166075,-0.055241,0.122168,1,0.107593,-0.038528,0.147487,1
13.13340,0.166170,-0.054454,0.123842,1,0.107105,-0.038347,0.148016,1
13.16544,0.167001,-0.054147,0.126210,1,0.107162,-0.038147,0.148570,1
13.19741,0.167456,-0.054140,0.130008,1,0.106721,-0.038048,0.149517,1
13.23344,0.167555,-0.055242,0.133521,1,0.106156,-0.038735,0.150045,1
13.26541,0.167770,-0.055348,0.136058,1,0.105791,-0.040112,0.150087,1
13.29742,0.167684,-0.055981,0.138128,1,0.105378,-0.040145,0.149793,1
13.33344,0.167822,-0.056078,0.139623,1,0.105267,-0.040300,0.149732,1
13.36547,0.167703,-0.056766,0.140609,1,0.105127,-0.040184,0.149788,1
13.39741,0.167259,-0.057111,0.141345,1,0.104686,-0.040230,0.150125,1
13.43339,0.166751,-0.057840,0.140981,1,0.104329,-0.041016,0.150066,1
13.46539,0.166904,-0.057447,0.139786,1,0.104522,-0.041410,0.149519,1
13.49742,0.166852,-0.058360,0.139071,1,0.104618,-0.041600,0.149123,1
13.53326,0.166995,-0.058108,0.138175,1,0.104809,-0.041279,0.148663,1
13.56526,0.166781,-0.057657,0.137927,1,0.104510,-0.040976,0.148472,1
13.59731,0.167189,-0.057663,0.137852,1,0.104932,-0.040179,0.148487,1
13.63327,0.167251,-0.057316,0.138188,1,0.104941,-0.041104,0.148780,1
13.66540,0.166595,-0.057706,0.138662,1,0.104285,-0.040346,0.148766,1
13.69726,0.166914,-0.057566,0.138384,1,0.104595,-0.041346,0.148783,1
13.73339,0.166955,-0.057427,0.137699,1,0.104710,-0.042013,0.148591,1
13.76540,0.166896,-0.057465,0.136699,1,0.104691,-0.040632,0.147824,1
13.79739,0.166911,-0.057887,0.136708,1,0.104700,-0.041086,0.147776,1
13.83342,0.167129,-0.057633,0.136827,1,0.104854,-0.040429,0.147861,1
13.86546,0.167120,-0.057485,0.136588,1,0.104853,-0.040507,0.147659,1
13.89779,0.166863,-0.057791,0.136740,1,0.104587,-0.041060,0.147732,1
13.93347,0.166966,-0.058028,0.136855,1,0.104762,-0.041377,0.147923,1
13.96549,0.167217,-0.057526,0.136570,1,0.104973,-0.041016,0.147732,1
13.99744,0.167156,-0.057664,0.136462,1,0.104894,-0.040492,0.147553,1
14.02964,0.167036,-0.057947,0.136680,1,0.104810,-0.041055,0.147761,1
14.06543,0.167124,-0.057863,0.136733,1,0.104908,-0.041580,0.147888,1
14.09756,0.167049,-0.057624,0.136498,1,0.104789,-0.040053,0.147511,1
14.13345,0.167067,-0.057729,0.136621,1,0.104801,-0.040841,0.147713,1
14.16542,0.167068,-0.057856,0.136730,1,0.104847,-0.041082,0.147833,1
14.19755,0.166913,-0.057548,0.136708,1,0.104622,-0.040218,0.147647,1
14.23342,0.167131,-0.057738,0.136434,1,0.104875,-0.040672,0.147579,1
14.26543,0.167156,-0.057790,0.136647,1,0.104920,-0.041115,0.147789,1
14.29744,0.167335,-0.057466,0.136459,1,0.105078,-0.040955,0.147689,1
14.33342,0.167199,-0.057549,0.136358,1,0.104931,-0.040569,0.147516,1
14.36542,0.166988,-0.057918,0.136673,1,0.104749,-0.040971,0.147743,1
14.39727,0.167120,-0.057629,0.136631,1,0.104869,-0.040466,0.147717,1
14.42926,0.167001,-0.057444,0.136444,1,0.104714,-0.040593,0.147531,1
14.46540,0.167166,-0.058169,0.136496,1,0.104981,-0.041261,0.147688,1
14.49743,0.167158,-0.057498,0.136606,1,0.104890,-0.040770,0.147758,1
14.53355,0.167066,-0.057499,0.136459,1,0.104804,-0.040703,0.147570,1
14.56540,0.167184,-0.057602,0.136260,1,0.104956,-0.040771,0.147460,1
14.59745,0.167158,-0.057618,0.136610,1,0.104898,-0.040542,0.147752,1
14.63331,0.167187,-0.057604,0.136535,1,0.104951,-0.040511,0.147662,1
14.66546,0.166915,-0.057856,0.136467,1,0.104692,-0.040229,0.147466,1
14.69743,0.167175,-0.057688,0.136498,1,0.104933,-0.041871,0.147779,1
14.73326,0.167279,-0.057643,0.136577,1,0.105044,-0.041038,0.147788,1
14.76540,0.166874,-0.057641,0.136561,1,0.104604,-0.040194,0.147542,1
14.79726,0.167316,-0.057875,0.136342,1,0.105094,-0.040537,0.147558,1
14.83330,0.167192,-0.057628,0.136557,1,0.104952,-0.040739,0.147728,1
14.86541,0.167318,-0.057480,0.136374,1,0.105063,-0.040753,0.147587,1
14.89746,0.166898,-0.057829,0.136485,1,0.104651,-0.040549,0.147522,1
14.93325,0.167206,-0.057651,0.136543,1,0.104961,-0.040969,0.147754,1
14.96541,0.167218,-0.057474,0.136463,1,0.104948,-0.040145,0.147590,1
14.99734,0.166993,-0.057846,0.136443,1,0.104771,-0.040600,0.147514,1
