t_recv_s,marker_finger_x,marker_finger_y,marker_finger_z,marker_finger_detected,marker_wrist_x,marker_wrist_y,marker_wrist_z,marker_wrist_detected
11.28700,0.163120,-0.056124,0.123238,1,0.103199,-0.039001,0.144552,1
11.31921,0.163669,-0.056205,0.124569,1,0.103443,-0.039140,0.144864,1
11.35125,0.164164,-0.055937,0.126088,1,0.103499,-0.039335,0.145244,1
11.38704,0.164721,-0.056393,0.127449,1,0.103792,-0.039539,0.145434,1
11.41941,0.165258,-0.056564,0.129026,1,0.104042,-0.039863,0.145810,1
11.45520,0.165734,-0.056835,0.130857,1,0.104162,-0.039317,0.146244,1
11.48704,0.166333,-0.056823,0.132318,1,0.104484,-0.040358,0.146560,1
11.51897,0.166772,-0.056695,0.134070,1,0.104640,-0.040377,0.146932,1
11.55121,0.167168,-0.057424,0.135926,1,0.104905,-0.039709,0.147279,1
11.58703,0.167479,-0.057750,0.137638,1,0.105003,-0.040276,0.147651,1
11.61943,0.167733,-0.057561,0.139582,1,0.105013,-0.040491,0.148148,1
11.65519,0.168114,-0.058021,0.141294,1,0.105315,-0.040430,0.148485,1
11.68704,0.168308,-0.058375,0.143083,1,0.105417,-0.040805,0.148928,1
11.71897,0.168536,-0.058342,0.144870,1,0.105535,-0.041156,0.149378,1
11.75119,0.168857,-0.057946,0.146521,1,0.105720,-0.041623,0.149793,1
11.78700,0.168945,-0.058658,0.148269,1,0.105839,-0.040569,0.150063,1
11.81938,0.169027,-0.059059,0.149908,1,0.105938,-0.041373,0.150515,1
11.85496,0.169083,-0.058759,0.151373,1,0.105972,-0.040952,0.150830,1
11.88700,0.169348,-0.058555,0.152599,1,0.106249,-0.041185,0.151064,1
11.91921,0.169228,-0.058858,0.153986,1,0.106177,-0.041066,0.151364,1
11.95101,0.169166,-0.058936,0.155324,1,0.106168,-0.041472,0.151774,1
11.98721,0.169309,-0.059224,0.156214,1,0.106424,-0.041278,0.151914,1
12.01913,0.169317,-0.058984,0.157035,1,0.106407,-0.041579,0.152121,1
12.05520,0.169218,-0.059133,0.157893,1,0.106355,-0.042004,0.152372,1
12.08713,0.169292,-0.059182,0.158336,1,0.106528,-0.041047,0.152393,1
12.11942,0.169201,-0.058873,0.158663,1,0.106366,-0.040672,0.152463,1
12.15122,0.169209,-0.059346,0.158734,1,0.106460,-0.041213,0.152488,1
12.18750,0.169254,-0.059100,0.158740,1,0.106488,-0.041230,0.152504,1
12.21898,0.169108,-0.059054,0.158711,1,0.106340,-0.041591,0.152514,1
12.25495,0.169271,-0.059159,0.158471,1,0.106500,-0.041865,0.152436,1
12.28698,0.169278,-0.058927,0.157985,1,0.106446,-0.042519,0.152422,1
12.31900,0.169337,-0.059003,0.157223,1,0.106460,-0.042088,0.152184,1
12.35102,0.169284,-0.058773,0.156655,1,0.106327,-0.041786,0.152034,1
12.38733,0.169175,-0.059183,0.155862,1,0.106236,-0.042827,0.151934,1
12.41916,0.169362,-0.059030,0.154740,1,0.106378,-0.041771,0.151618,1
12.45543,0.169156,-0.059060,0.153853,1,0.106130,-0.041673,0.151415,1
12.48739,0.169172,-0.058893,0.152504,1,0.106095,-0.042664,0.151127,1
12.51919,0.169243,-0.058783,0.151284,1,0.106144,-0.042358,0.150932,1
12.55121,0.169168,-0.058453,0.149914,1,0.106039,-0.041350,0.150468,1
12.58723,0.168995,-0.059072,0.148437,1,0.105971,-0.042196,0.150184,1
12.61923,0.168877,-0.058376,0.146897,1,0.105770,-0.041478,0.149809,1
12.65502,0.168858,-0.058112,0.145355,1,0.105780,-0.041874,0.149581,1
12.68713,0.168506,-0.058593,0.143706,1,0.105602,-0.041832,0.149148,1
12.71900,0.168121,-0.058529,0.142018,1,0.105337,-0.041601,0.148742,1
12.75099,0.167970,-0.057766,0.140267,1,0.105252,-0.041314,0.148398,1
12.78711,0.167718,-0.057854,0.138434,1,0.105181,-0.041589,0.148008,1
12.81918,0.167277,-0.057788,0.136592,1,0.104942,-0.041464,0.147575,1
12.85498,0.166803,-0.057786,0.134887,1,0.104770,-0.040744,0.147172,1
12.88720,0.166300,-0.057239,0.133122,1,0.104438,-0.039918,0.146766,1
12.91942,0.165955,-0.057291,0.131169,1,0.104398,-0.039560,0.146201,1
12.95102,0.165283,-0.057017,0.129553,1,0.104066,-0.040293,0.146014,1
12.98722,0.164715,-0.057081,0.127925,1,0.103872,-0.039966,0.145668,1
13.01899,0.164129,-0.056813,0.126202,1,0.103627,-0.039753,0.145222,1
13.05522,0.163541,-0.056901,0.124650,1,0.103429,-0.039422,0.144865,1
13.08723,0.162996,-0.056864,0.123217,1,0.103290,-0.039498,0.144660,1
13.11918,0.162293,-0.056805,0.121812,1,0.102988,-0.038820,0.144248,1
13.15522,0.161654,-0.056762,0.120625,1,0.102685,-0.039195,0.144058,1
13.18719,0.161140,-0.056832,0.119428,1,0.102600,-0.039152,0.143828,1
13.21920,0.160715,-0.056648,0.118252,1,0.102538,-0.038669,0.143491,1
13.25497,0.160282,-0.056682,0.117341,1,0.102396,-0.038938,0.143324,1
13.28700,0.159781,-0.056683,0.116506,1,0.102220,-0.039229,0.143173,1
13.31921,0.159536,-0.056292,0.115848,1,0.102129,-0.038633,0.143000,1
13.35521,0.159216,-0.056287,0.115539,1,0.101944,-0.039072,0.143004,1
13.38724,0.159206,-0.056269,0.115097,1,0.102074,-0.038839,0.142858,1
13.41896,0.159156,-0.056226,0.115310,1,0.101992,-0.038976,0.143020,1
13.45521,0.159021,-0.056415,0.115421,1,0.101812,-0.038559,0.142938,1
13.48698,0.159156,-0.056412,0.115198,1,0.101982,-0.039017,0.142885,1
13.51920,0.159279,-0.055952,0.115291,1,0.102038,-0.039194,0.143007,1
13.55497,0.159441,-0.055980,0.115489,1,0.102083,-0.038498,0.142889,1
13.58721,0.159620,-0.055827,0.116168,1,0.101985,-0.038663,0.143056,1
13.61920,0.160062,-0.056220,0.116777,1,0.102288,-0.039135,0.143257,1
13.65522,0.160359,-0.055857,0.117527,1,0.102229,-0.038564,0.143389,1
13.68723,0.160797,-0.055805,0.118343,1,0.102377,-0.038387,0.143502,1
13.71921,0.161300,-0.056134,0.119137,1,0.102650,-0.038738,0.143656,1
13.75517,0.161745,-0.055746,0.120291,1,0.102682,-0.038502,0.143951,1
13.78722,0.162254,-0.056065,0.121386,1,0.102901,-0.038462,0.144110,1
13.81920,0.162748,-0.056014,0.122589,1,0.102985,-0.038460,0.144368,1
13.85514,0.163422,-0.056120,0.123906,1,0.103360,-0.038854,0.144727,1
13.88720,0.164004,-0.055891,0.125130,1,0.103545,-0.038193,0.144866,1
13.91917,0.164331,-0.056718,0.126845,1,0.103614,-0.039118,0.145331,1
13.95129,0.164940,-0.056405,0.128280,1,0.103844,-0.038915,0.145610,1
13.98731,0.165337,-0.056373,0.129953,1,0.103890,-0.038621,0.145926,1
14.01927,0.165701,-0.057024,0.131747,1,0.104014,-0.039881,0.146421,1
14.05523,0.166384,-0.057469,0.133336,1,0.104488,-0.039051,0.146665,1
14.08720,0.166863,-0.057268,0.135025,1,0.104683,-0.039869,0.147084,1
14.11921,0.167249,-0.057435,0.136779,1,0.104832,-0.040020,0.147480,1
14.15119,0.167730,-0.057738,0.138523,1,0.105158,-0.040635,0.147900,1
14.18714,0.168008,-0.057981,0.140411,1,0.105263,-0.040406,0.148350,1
14.21919,0.168140,-0.058225,0.142233,1,0.105277,-0.040999,0.148752,1
14.25501,0.168587,-0.058164,0.143870,1,0.105614,-0.041228,0.149129,1
14.28697,0.168681,-0.058879,0.145685,1,0.105734,-0.040853,0.149499,1
14.31894,0.168747,-0.058519,0.147409,1,0.105667,-0.040788,0.149850,1
14.35104,0.168914,-0.059122,0.148993,1,0.105886,-0.041621,0.150279,1
14.38699,0.169118,-0.058893,0.150504,1,0.106041,-0.041523,0.150640,1
14.41916,0.169294,-0.058599,0.151901,1,0.106176,-0.040797,0.150889,1
14.45516,0.169252,-0.058729,0.153225,1,0.106175,-0.041199,0.151166,1
14.48701,0.169296,-0.058916,0.154558,1,0.106286,-0.041645,0.151565,1
14.51899,0.169365,-0.059022,0.155685,1,0.106432,-0.041680,0.151844,1
14.55117,0.169180,-0.059521,0.156638,1,0.106342,-0.041183,0.151982,1
14.58697,0.169226,-0.059089,0.157426,1,0.106357,-0.041953,0.152226,1
14.61898,0.169376,-0.058763,0.158044,1,0.106496,-0.041123,0.152372,1
14.65497,0.169180,-0.059146,0.158467,1,0.106411,-0.041454,0.152434,1
14.68721,0.169017,-0.059298,0.158677,1,0.106283,-0.041525,0.152487,1
14.71925,0.169322,-0.058676,0.158496,1,0.106461,-0.042232,0.152509,1
14.75100,0.169192,-0.058610,0.158531,1,0.106326,-0.040691,0.152358,1
14.78718,0.169140,-0.058995,0.158527,1,0.106338,-0.041424,0.152474,1
14.81915,0.169346,-0.059089,0.158140,1,0.106553,-0.041586,0.152315,1
14.85516,0.169206,-0.059048,0.157890,1,0.106379,-0.040942,0.152306,1
14.88694,0.169054,-0.059593,0.156975,1,0.106273,-0.041796,0.152026,1
14.91925,0.169252,-0.059060,0.156196,1,0.106304,-0.041356,0.151888,1
14.95125,0.169335,-0.058923,0.155328,1,0.106368,-0.041930,0.151772,1
14.98716,0.169289,-0.058998,0.154085,1,0.106260,-0.042048,0.151407,1
15.01919,0.169120,-0.059088,0.153268,1,0.106079,-0.041779,0.151292,1
15.05501,0.169184,-0.058820,0.151964,1,0.106117,-0.041949,0.151010,1
15.08695,0.169093,-0.058845,0.150556,1,0.105993,-0.042234,0.150655,1
15.11918,0.168961,-0.058909,0.149332,1,0.105875,-0.042005,0.150416,1
15.15122,0.168929,-0.058519,0.147736,1,0.105838,-0.041728,0.150034,1
15.18719,0.168535,-0.057996,0.146171,1,0.105406,-0.042065,0.149703,1
15.21915,0.168454,-0.058516,0.144704,1,0.105475,-0.042082,0.149444,1
15.25534,0.168383,-0.058086,0.142843,1,0.105468,-0.041740,0.148972,1
15.28718,0.168060,-0.058486,0.141093,1,0.105371,-0.041233,0.148506,1
15.31917,0.167887,-0.057540,0.139185,1,0.105228,-0.041326,0.148105,1
15.35124,0.167404,-0.057974,0.137492,1,0.105008,-0.040839,0.147675,1
15.38720,0.166970,-0.057877,0.135832,1,0.104805,-0.041158,0.147428,1
15.41900,0.166711,-0.056968,0.133870,1,0.104701,-0.041047,0.146972,1
15.45515,0.165986,-0.057414,0.132288,1,0.104289,-0.040938,0.146616,1
15.48720,0.165578,-0.057281,0.130482,1,0.104232,-0.040384,0.146206,1
15.51916,0.165142,-0.056988,0.128641,1,0.104092,-0.039876,0.145719,1
15.55121,0.164531,-0.057012,0.127035,1,0.103859,-0.039600,0.145405,1
15.58700,0.163914,-0.056846,0.125418,1,0.103607,-0.038867,0.144964,1
15.61901,0.163322,-0.056868,0.123932,1,0.103425,-0.039416,0.144742,1
15.65523,0.162610,-0.056846,0.122563,1,0.103068,-0.039117,0.144446,1
15.68732,0.161969,-0.056919,0.121292,1,0.102832,-0.039072,0.144192,1
15.71919,0.161548,-0.056606,0.119947,1,0.102788,-0.038987,0.143858,1
15.75514,0.160953,-0.056752,0.118772,1,0.102607,-0.039147,0.143629,1
15.78720,0.160521,-0.056317,0.117710,1,0.102450,-0.038960,0.143387,1
15.81903,0.160002,-0.056630,0.117082,1,0.102232,-0.039256,0.143368,1
15.85500,0.159702,-0.056617,0.116112,1,0.102253,-0.038989,0.143038,1
15.88700,0.159379,-0.056565,0.115784,1,0.102052,-0.038798,0.143022,1
15.91921,0.159141,-0.056600,0.115324,1,0.102000,-0.038986,0.142910,1
15.95502,0.159139,-0.056099,0.114950,1,0.102015,-0.038673,0.142760,1
15.98729,0.158981,-0.056588,0.115368,1,0.101831,-0.038695,0.142963,1
16.01896,0.159035,-0.056411,0.115137,1,0.101917,-0.039165,0.142915,1
16.05523,0.159144,-0.056193,0.115125,1,0.102008,-0.038655,0.142877,1
16.08719,0.159337,-0.055943,0.115386,1,0.102033,-0.038869,0.142914,1
16.11903,0.159564,-0.055967,0.115949,1,0.102036,-0.038244,0.143007,1
16.15524,0.159761,-0.056341,0.116527,1,0.102109,-0.039218,0.143205,1
16.18699,0.160317,-0.055776,0.117049,1,0.102342,-0.038413,0.143215,1
16.21921,0.160577,-0.055801,0.117994,1,0.102290,-0.038695,0.143490,1
16.25500,0.160970,-0.056215,0.118794,1,0.102451,-0.038552,0.143598,1
16.28715,0.161566,-0.055690,0.119685,1,0.102682,-0.038368,0.143746,1
16.31919,0.161975,-0.055758,0.120813,1,0.102731,-0.038352,0.144017,1
16.35501,0.162444,-0.055859,0.121940,1,0.102867,-0.038525,0.144194,1
16.38696,0.163214,-0.055826,0.123315,1,0.103270,-0.039011,0.144639,1
16.41900,0.163660,-0.056115,0.124488,1,0.103440,-0.038969,0.144788,1
16.45500,0.164075,-0.056424,0.126075,1,0.103474,-0.038850,0.145125,1
16.48700,0.164535,-0.056616,0.127691,1,0.103616,-0.039594,0.145567,1
16.51919,0.165104,-0.056656,0.129109,1,0.103878,-0.040090,0.145889,1
16.55120,0.165714,-0.056603,0.130700,1,0.104152,-0.039065,0.146081,1
16.58704,0.166026,-0.057122,0.132548,1,0.104202,-0.040387,0.146642,1
16.61900,0.166731,-0.056929,0.134010,1,0.104651,-0.039915,0.146868,1
16.65504,0.167061,-0.057503,0.135972,1,0.104784,-0.039713,0.147287,1
16.68693,0.167359,-0.057861,0.137760,1,0.104887,-0.040400,0.147737,1
16.71894,0.167849,-0.057720,0.139420,1,0.105176,-0.040381,0.148079,1
16.75095,0.168012,-0.058146,0.141395,1,0.105208,-0.040486,0.148543,1
16.78709,0.168336,-0.058136,0.143049,1,0.105383,-0.041187,0.148962,1
16.81896,0.168541,-0.058099,0.144804,1,0.105501,-0.040792,0.149312,1
16.85503,0.168646,-0.058287,0.146597,1,0.105566,-0.041129,0.149725,1
16.88708,0.168946,-0.058403,0.148177,1,0.105833,-0.041129,0.150072,1
16.91913,0.169130,-0.058087,0.149775,1,0.105916,-0.041039,0.150441,1
16.95128,0.169045,-0.059109,0.151326,1,0.106006,-0.041383,0.150813,1
16.98706,0.169160,-0.058750,0.152677,1,0.106082,-0.041817,0.151140,1
17.01899,0.169160,-0.058869,0.154074,1,0.106101,-0.041113,0.151436,1
17.05493,0.169238,-0.058907,0.155231,1,0.106224,-0.041512,0.151725,1
17.08694,0.169102,-0.059536,0.156302,1,0.106264,-0.041311,0.151912,1
17.11898,0.169275,-0.059100,0.156996,1,0.106421,-0.040639,0.151976,1
17.15098,0.169337,-0.058775,0.157723,1,0.106457,-0.041576,0.152252,1
17.18702,0.169156,-0.059130,0.158366,1,0.106370,-0.041258,0.152409,1
17.21896,0.169116,-0.059256,0.158659,1,0.106363,-0.042644,0.152582,1
17.25498,0.169309,-0.058847,0.158630,1,0.106514,-0.040394,0.152359,1
17.28698,0.169130,-0.059376,0.158702,1,0.106412,-0.041172,0.152449,1
17.31901,0.169225,-0.058832,0.158618,1,0.106389,-0.041735,0.152488,1
17.35107,0.169431,-0.058550,0.158405,1,0.106579,-0.041364,0.152430,1
17.38699,0.169240,-0.058795,0.157931,1,0.106366,-0.041670,0.152303,1
17.41902,0.169273,-0.059226,0.157162,1,0.106428,-0.041972,0.152080,1
17.45495,0.169299,-0.058788,0.156715,1,0.106362,-0.041647,0.152057,1
17.48694,0.169191,-0.059243,0.155918,1,0.106268,-0.042635,0.151960,1
17.51895,0.169317,-0.058735,0.154696,1,0.106283,-0.041639,0.151527,1
17.55102,0.169309,-0.058882,0.153803,1,0.106264,-0.041743,0.151428,1
17.58695,0.169222,-0.058802,0.152490,1,0.106152,-0.042388,0.151100,1
17.61901,0.169065,-0.058961,0.151305,1,0.106003,-0.042202,0.150850,1
17.65515,0.168873,-0.059272,0.150189,1,0.105859,-0.041941,0.150613,1
17.68711,0.169125,-0.058512,0.148379,1,0.106034,-0.041603,0.150144,1
17.71920,0.168845,-0.058662,0.146970,1,0.105785,-0.041163,0.149781,1
17.75111,0.168727,-0.058213,0.145440,1,0.105657,-0.042108,0.149592,1
17.78702,0.168480,-0.058281,0.143693,1,0.105553,-0.041794,0.149126,1
17.81896,0.168025,-0.058422,0.142240,1,0.105211,-0.041418,0.148818,1
17.85501,0.167864,-0.058866,0.140378,1,0.105285,-0.041786,0.148405,1
17.88700,0.167613,-0.058049,0.138497,1,0.105116,-0.041752,0.148020,1
17.91897,0.167282,-0.057635,0.136766,1,0.104945,-0.040357,0.147554,1
17.95206,0.166740,-0.057703,0.134900,1,0.104654,-0.041182,0.147179,1
17.98802,0.166304,-0.057736,0.133049,1,0.104554,-0.040017,0.146642,1
18.02002,0.165941,-0.057483,0.131389,1,0.104447,-0.040801,0.146462,1
18.05591,0.165417,-0.057461,0.129459,1,0.104264,-0.039837,0.145874,1
18.09175,0.164740,-0.056978,0.127982,1,0.103835,-0.039885,0.145667,1
18.12325,0.164188,-0.057056,0.126307,1,0.103717,-0.039979,0.145324,1
18.15979,0.163527,-0.056877,0.124803,1,0.103389,-0.039665,0.144983,1
18.19425,0.162915,-0.057064,0.123310,1,0.103203,-0.039639,0.144629,1
18.22443,0.162359,-0.057122,0.121856,1,0.103094,-0.039305,0.144300,1
18.25976,0.161901,-0.056428,0.120573,1,0.102929,-0.038771,0.143999,1
18.29740,0.161266,-0.057065,0.119481,1,0.102730,-0.039376,0.143809,1
18.33688,0.160718,-0.056634,0.118286,1,0.102503,-0.039321,0.143532,1
18.36888,0.160232,-0.056805,0.117617,1,0.102329,-0.038930,0.143451,1
18.38814,0.159918,-0.056525,0.116545,1,0.102279,-0.038378,0.143064,1
18.42017,0.159529,-0.056586,0.116011,1,0.102108,-0.039035,0.143065,1
18.45530,0.159258,-0.056551,0.115610,1,0.102023,-0.039017,0.143053,1
18.48727,0.159096,-0.056521,0.115306,1,0.101945,-0.038585,0.142905,1
18.51934,0.159035,-0.056361,0.115313,1,0.101853,-0.038718,0.142906,1
18.55566,0.159114,-0.056489,0.115306,1,0.101963,-0.038730,0.142931,1
18.58720,0.159084,-0.056218,0.115266,1,0.101890,-0.038654,0.142883,1
18.61999,0.159132,-0.056613,0.115305,1,0.101979,-0.039012,0.142876,1
18.65583,0.159368,-0.056189,0.115422,1,0.102059,-0.038811,0.142923,1
18.68788,0.159672,-0.055850,0.115999,1,0.102133,-0.038591,0.143054,1
18.71983,0.159884,-0.056046,0.116592,1,0.102121,-0.038377,0.143110,1
18.75573,0.160190,-0.056115,0.117321,1,0.102188,-0.038855,0.143311,1
18.78727,0.160699,-0.056068,0.118200,1,0.102415,-0.038833,0.143574,1
18.81929,0.161097,-0.056002,0.118952,1,0.102500,-0.038300,0.143587,1
18.85522,0.161647,-0.056160,0.119955,1,0.102737,-0.038667,0.143812,1
18.88729,0.162102,-0.056221,0.121093,1,0.102872,-0.038931,0.144143,1
18.91927,0.162680,-0.055741,0.122192,1,0.103009,-0.038317,0.144280,1
18.95525,0.163214,-0.056032,0.123576,1,0.103208,-0.038688,0.144604,1
18.98727,0.163775,-0.056398,0.124793,1,0.103501,-0.039206,0.144867,1
19.01919,0.164424,-0.055827,0.126260,1,0.103707,-0.039429,0.145277,1
19.05523,0.164768,-0.056862,0.127937,1,0.103858,-0.039648,0.145591,1
19.08719,0.165306,-0.056824,0.129419,1,0.104032,-0.039646,0.145868,1
19.11924,0.165802,-0.057036,0.131235,1,0.104208,-0.039142,0.146244,1
19.15131,0.166331,-0.057069,0.132773,1,0.104486,-0.040170,0.146646,1
19.18720,0.166702,-0.057524,0.134603,1,0.104585,-0.040435,0.147035,1
19.21921,0.167097,-0.057626,0.136513,1,0.104759,-0.040505,0.147517,1
19.25516,0.167408,-0.057753,0.138171,1,0.104884,-0.040208,0.147806,1
19.28737,0.167871,-0.057769,0.139847,1,0.105153,-0.040310,0.148154,1
19.31918,0.168249,-0.057748,0.141661,1,0.105366,-0.040719,0.148600,1
19.35114,0.168547,-0.058146,0.143381,1,0.105620,-0.041191,0.148991,1
19.38703,0.168638,-0.058315,0.145193,1,0.105604,-0.040491,0.149346,1
19.41904,0.168687,-0.058704,0.147024,1,0.105642,-0.041063,0.149798,1
19.45504,0.168943,-0.058622,0.148613,1,0.105827,-0.041195,0.150200,1
19.48703,0.169082,-0.058434,0.150045,1,0.105953,-0.041142,0.150452,1
19.51904,0.168978,-0.058688,0.151718,1,0.105846,-0.040468,0.150834,1
19.55106,0.169145,-0.058870,0.153065,1,0.106073,-0.041600,0.151242,1
19.58705,0.169312,-0.058795,0.154310,1,0.106243,-0.041245,0.151520,1
19.61906,0.169045,-0.059540,0.155493,1,0.106177,-0.041536,0.151740,1
19.65506,0.169274,-0.059126,0.156403,1,0.106357,-0.041488,0.151970,1
19.68700,0.169005,-0.059693,0.157416,1,0.106253,-0.042052,0.152271,1
19.71907,0.169106,-0.059501,0.157947,1,0.106336,-0.041416,0.152297,1
19.75098,0.169060,-0.059179,0.158467,1,0.106300,-0.041745,0.152458,1
19.78703,0.169010,-0.059018,0.158661,1,0.106247,-0.041054,0.152463,1
19.81901,0.169267,-0.059008,0.158370,1,0.106480,-0.042221,0.152411,1
19.85500,0.169255,-0.058917,0.158521,1,0.106422,-0.041876,0.152485,1
19.88700,0.169159,-0.059106,0.158530,1,0.106391,-0.041815,0.152510,1
19.91901,0.169103,-0.059199,0.158373,1,0.106325,-0.041531,0.152401,1
19.95106,0.169198,-0.059132,0.158052,1,0.106377,-0.040930,0.152359,1
19.98708,0.169177,-0.059059,0.157233,1,0.106319,-0.043167,0.152286,1
20.01905,0.169217,-0.058997,0.156377,1,0.106284,-0.041928,0.151952,1
20.05510,0.169268,-0.058721,0.155666,1,0.106263,-0.042328,0.151919,1
20.08703,0.169157,-0.059116,0.154466,1,0.106175,-0.042423,0.151537,1
20.11903,0.169147,-0.059022,0.153513,1,0.106110,-0.041667,0.151322,1
20.15099,0.169050,-0.059062,0.152511,1,0.106004,-0.042672,0.151248,1
20.18701,0.169040,-0.058839,0.150854,1,0.105942,-0.042071,0.150692,1
20.21891,0.168822,-0.059254,0.149784,1,0.105805,-0.041537,0.150469,1
20.25501,0.168963,-0.058460,0.148215,1,0.105840,-0.042341,0.150255,1
20.28700,0.168683,-0.058754,0.146524,1,0.105670,-0.041860,0.149714,1
20.31894,0.168593,-0.058272,0.145149,1,0.105542,-0.041557,0.149516,1
20.35106,0.168548,-0.057641,0.143176,1,0.105516,-0.041687,0.149056,1
20.38701,0.168026,-0.058678,0.141566,1,0.105317,-0.041241,0.148602,1
20.41908,0.167637,-0.058385,0.139973,1,0.105047,-0.041504,0.148321,1
20.45502,0.167488,-0.058250,0.138029,1,0.105075,-0.040876,0.147835,1
20.48717,0.166987,-0.057985,0.136395,1,0.104749,-0.040781,0.147510,1
20.51895,0.166687,-0.057624,0.134513,1,0.104637,-0.040885,0.147123,1
20.55095,0.166122,-0.057801,0.132651,1,0.104410,-0.041003,0.146677,1
20.58703,0.165711,-0.057614,0.131005,1,0.104282,-0.039833,0.146272,1
20.61903,0.165136,-0.057065,0.129256,1,0.103986,-0.040667,0.145979,1
20.65503,0.164528,-0.056904,0.127509,1,0.103729,-0.040057,0.145542,1
20.68700,0.164080,-0.057077,0.125881,1,0.103697,-0.039817,0.145186,1
20.71903,0.163508,-0.056658,0.124254,1,0.103479,-0.039591,0.144835,1
20.75102,0.162858,-0.057007,0.122847,1,0.103252,-0.039272,0.144493,1
20.78703,0.162209,-0.056944,0.121509,1,0.102986,-0.039074,0.144234,1
20.81901,0.161705,-0.056566,0.120226,1,0.102841,-0.038737,0.143914,1
20.85506,0.161129,-0.056629,0.119149,1,0.102626,-0.039178,0.143761,1
20.88709,0.160556,-0.056831,0.118115,1,0.102431,-0.039275,0.143514,1
20.91905,0.160172,-0.056515,0.117173,1,0.102350,-0.039146,0.143327,1
20.95504,0.159649,-0.056677,0.116518,1,0.102092,-0.039387,0.143244,1
20.98697,0.159335,-0.056437,0.115845,1,0.101932,-0.038842,0.143012,1
21.01904,0.159132,-0.056917,0.115556,1,0.101965,-0.039044,0.142997,1
21.05504,0.159136,-0.056472,0.115065,1,0.102075,-0.039200,0.142891,1
21.08719,0.159053,-0.056609,0.115257,1,0.101949,-0.038667,0.142887,1
21.11903,0.158970,-0.056791,0.115397,1,0.101855,-0.039327,0.143046,1
21.15523,0.159059,-0.056464,0.115249,1,0.101911,-0.038657,0.142859,1
21.18710,0.159217,-0.055832,0.115471,1,0.101868,-0.038500,0.142919,1
21.21903,0.159487,-0.056279,0.115776,1,0.102083,-0.038902,0.143018,1
21.25515,0.159789,-0.056116,0.116256,1,0.102182,-0.038859,0.143083,1
21.28702,0.160094,-0.056380,0.117066,1,0.102244,-0.038656,0.143284,1
21.31904,0.160568,-0.055680,0.117603,1,0.102369,-0.038778,0.143378,1
21.35501,0.160875,-0.056362,0.118592,1,0.102481,-0.038812,0.143572,1
21.38704,0.161319,-0.056194,0.119543,1,0.102564,-0.038877,0.143775,1
21.41902,0.161846,-0.056075,0.120627,1,0.102732,-0.038592,0.143995,1
21.45494,0.162295,-0.056310,0.121766,1,0.102863,-0.038796,0.144238,1
21.48691,0.162885,-0.055847,0.122918,1,0.103030,-0.038840,0.144479,1
21.51901,0.163278,-0.056198,0.124344,1,0.103123,-0.039061,0.144810,1
21.55499,0.163947,-0.056342,0.125569,1,0.103470,-0.038886,0.144978,1
21.58703,0.164555,-0.056604,0.127137,1,0.103753,-0.039435,0.145412,1
21.61903,0.165068,-0.056622,0.128680,1,0.103907,-0.039968,0.145766,1
21.65496,0.165500,-0.056830,0.130271,1,0.104056,-0.038975,0.145959,1
21.68702,0.166048,-0.056899,0.131985,1,0.104294,-0.040223,0.146493,1
21.71901,0.166405,-0.057316,0.133755,1,0.104422,-0.040484,0.146910,1
21.75502,0.166992,-0.057152,0.135458,1,0.104717,-0.040137,0.147239,1
21.78699,0.167333,-0.057609,0.137255,1,0.104888,-0.040536,0.147650,1
21.81900,0.167673,-0.057852,0.139016,1,0.105054,-0.040710,0.148049,1
21.85498,0.167981,-0.058330,0.140868,1,0.105247,-0.040480,0.148401,1
21.88698,0.168264,-0.057928,0.142629,1,0.105317,-0.041233,0.148882,1
21.91903,0.168504,-0.058479,0.144332,1,0.105538,-0.040598,0.149160,1
21.95103,0.168624,-0.058932,0.146091,1,0.105662,-0.041165,0.149602,1
21.98699,0.168971,-0.058312,0.147740,1,0.105816,-0.040965,0.149984,1
22.01903,0.168969,-0.058807,0.149410,1,0.105879,-0.041583,0.150412,1
22.05518,0.169008,-0.059018,0.150899,1,0.105935,-0.041029,0.150669,1
22.08722,0.169333,-0.058556,0.152277,1,0.106210,-0.042135,0.151111,1
22.11900,0.169262,-0.058966,0.153633,1,0.106204,-0.041214,0.151313,1
22.15109,0.168993,-0.059191,0.154996,1,0.106032,-0.041684,0.151659,1
22.18701,0.169028,-0.059258,0.156053,1,0.106125,-0.041408,0.151866,1
22.21900,0.169343,-0.058322,0.156762,1,0.106295,-0.041693,0.152067,1
22.25490,0.169114,-0.059438,0.157614,1,0.106325,-0.041661,0.152236,1
22.28698,0.169154,-0.059291,0.158312,1,0.106394,-0.041509,0.152451,1
22.31891,0.169208,-0.059269,0.158502,1,0.106452,-0.042111,0.152464,1
22.35106,0.169086,-0.059226,0.158728,1,0.106350,-0.041233,0.152479,1
22.38700,0.169210,-0.059078,0.158717,1,0.106437,-0.041849,0.152563,1
22.41891,0.169113,-0.059412,0.158673,1,0.106381,-0.041673,0.152489,1
22.45499,0.168909,-0.059312,0.158793,1,0.106192,-0.041219,0.152487,1
22.48700,0.169114,-0.058925,0.158471,1,0.106298,-0.041732,0.152538,1
22.51902,0.169170,-0.059753,0.157525,1,0.106429,-0.042449,0.152273,1
22.55092,0.169166,-0.059227,0.156834,1,0.106282,-0.041710,0.152039,1
