t_recv_s,marker_finger_x,marker_finger_y,marker_finger_z,marker_finger_detected,marker_wrist_x,marker_wrist_y,marker_wrist_z,marker_wrist_detected
2.18718,0.169412,-0.058372,0.155049,1,0.106340,-0.041726,0.151652,1
2.21911,0.169260,-0.058891,0.154236,1,0.106214,-0.041211,0.151473,1
2.25515,0.169065,-0.058914,0.153197,1,0.105999,-0.041976,0.151290,1
2.28713,0.169247,-0.058729,0.151803,1,0.106130,-0.041233,0.150928,1
2.31902,0.169202,-0.058636,0.150534,1,0.106072,-0.041972,0.150709,1
2.35108,0.169141,-0.058360,0.149044,1,0.105969,-0.042091,0.150378,1
2.38716,0.168989,-0.058460,0.147507,1,0.105886,-0.041725,0.149974,1
2.41918,0.168844,-0.057997,0.146086,1,0.105727,-0.041673,0.149733,1
2.45531,0.168554,-0.058291,0.144340,1,0.105563,-0.042259,0.149335,1
2.48713,0.168136,-0.058906,0.142842,1,0.105364,-0.041568,0.148964,1
2.51915,0.167999,-0.058143,0.141043,1,0.105259,-0.041484,0.148575,1
2.55109,0.167778,-0.058126,0.139105,1,0.105224,-0.041076,0.148060,1
2.58798,0.167232,-0.058013,0.137551,1,0.104835,-0.041027,0.147773,1
2.61932,0.166960,-0.057676,0.135601,1,0.104790,-0.041260,0.147373,1
2.65563,0.166616,-0.057269,0.133725,1,0.104663,-0.040343,0.146892,1
2.68736,0.166007,-0.057525,0.132171,1,0.104340,-0.040874,0.146686,1
2.71922,0.165632,-0.056702,0.130109,1,0.104243,-0.040457,0.146134,1
2.75128,0.165058,-0.056902,0.128497,1,0.104017,-0.039746,0.145716,1
2.78724,0.164403,-0.057127,0.126971,1,0.103757,-0.039626,0.145435,1
2.81930,0.163878,-0.056957,0.125263,1,0.103616,-0.039059,0.144960,1
2.85513,0.163255,-0.056626,0.123929,1,0.103315,-0.039353,0.144820,1
2.88725,0.162577,-0.056681,0.122490,1,0.103040,-0.038631,0.144430,1
2.91909,0.162116,-0.056336,0.120954,1,0.102960,-0.038939,0.144081,1
2.95521,0.161500,-0.056614,0.119861,1,0.102768,-0.039023,0.143887,1
2.99168,0.160838,-0.056919,0.118797,1,0.102508,-0.039282,0.143697,1
3.02011,0.160402,-0.056740,0.117868,1,0.102369,-0.039111,0.143524,1
3.05623,0.159973,-0.056672,0.116976,1,0.102248,-0.038878,0.143293,1
3.08850,0.159701,-0.056273,0.116101,1,0.102206,-0.038578,0.143047,1
3.12019,0.159383,-0.056298,0.115733,1,0.102037,-0.038587,0.143005,1
3.15628,0.159284,-0.056461,0.115218,1,0.102127,-0.038699,0.142837,1
3.18895,0.159108,-0.056118,0.115181,1,0.101935,-0.039061,0.142922,1
3.22123,0.158985,-0.056554,0.115329,1,0.101841,-0.038847,0.143027,1
3.25703,0.158973,-0.056493,0.115155,1,0.101871,-0.038735,0.142900,1
3.28841,0.159106,-0.055968,0.115152,1,0.101942,-0.038789,0.142966,1
3.32159,0.159155,-0.056176,0.115173,1,0.101993,-0.038784,0.142905,1
3.35656,0.159400,-0.055487,0.115766,1,0.101839,-0.038008,0.142960,1
3.38811,0.159859,-0.056138,0.116416,1,0.102227,-0.039159,0.143265,1
3.42588,0.160206,-0.055655,0.116661,1,0.102332,-0.038606,0.143141,1
3.46502,0.160540,-0.055846,0.117708,1,0.102338,-0.038632,0.143467,1
3.49533,0.160940,-0.056081,0.118515,1,0.102527,-0.039195,0.143647,1
3.52165,0.161463,-0.055811,0.119312,1,0.102721,-0.038732,0.143725,1
3.55454,0.161877,-0.056031,0.120604,1,0.102780,-0.038427,0.144066,1
3.59471,0.162412,-0.055869,0.121428,1,0.102972,-0.038254,0.144086,1
3.63386,0.163025,-0.055642,0.122754,1,0.103186,-0.038694,0.144440,1
3.67247,0.163469,-0.056350,0.124353,1,0.103335,-0.039043,0.144924,1
3.71164,0.164001,-0.056310,0.125431,1,0.103525,-0.038189,0.144880,1
3.75615,0.165054,-0.056588,0.128506,1,0.103948,-0.038990,0.145674,1
3.78843,0.165683,-0.056544,0.129979,1,0.104271,-0.039372,0.145954,1
3.82050,0.165986,-0.056857,0.131819,1,0.104241,-0.039331,0.146418,1
3.85643,0.166581,-0.057167,0.133438,1,0.104639,-0.040385,0.146863,1
3.88846,0.166868,-0.057343,0.135343,1,0.104640,-0.039868,0.147213,1
3.92046,0.167322,-0.057668,0.137075,1,0.104885,-0.040099,0.147621,1
3.95229,0.167734,-0.057540,0.138678,1,0.105106,-0.040844,0.147979,1
3.98810,0.168019,-0.057865,0.140577,1,0.105253,-0.040569,0.148377,1
4.01932,0.168235,-0.058174,0.142379,1,0.105368,-0.040738,0.148782,1
4.05601,0.168518,-0.058308,0.144066,1,0.105554,-0.040556,0.149125,1
4.08738,0.168801,-0.057947,0.145737,1,0.105680,-0.041035,0.149569,1
4.11938,0.168931,-0.058169,0.147588,1,0.105760,-0.040965,0.150019,1
4.15139,0.169072,-0.058412,0.149193,1,0.105890,-0.041565,0.150430,1
4.18737,0.169177,-0.058560,0.150678,1,0.106029,-0.041640,0.150731,1
4.21932,0.169008,-0.059198,0.152262,1,0.105974,-0.041419,0.151090,1
4.25513,0.169202,-0.059100,0.153495,1,0.106156,-0.041426,0.151343,1
4.28730,0.169253,-0.059087,0.154688,1,0.106274,-0.041377,0.151597,1
4.31929,0.169391,-0.058681,0.155731,1,0.106391,-0.041505,0.151835,1
4.35139,0.169218,-0.059452,0.156735,1,0.106359,-0.041474,0.152044,1
4.38722,0.169004,-0.059380,0.157581,1,0.106219,-0.041939,0.152282,1
4.41932,0.169279,-0.059086,0.158013,1,0.106469,-0.041821,0.152363,1
4.45521,0.169038,-0.059082,0.158645,1,0.106274,-0.041195,0.152490,1
4.48720,0.169244,-0.059304,0.158685,1,0.106480,-0.041759,0.152535,1
4.51919,0.169265,-0.059103,0.158632,1,0.106514,-0.041258,0.152425,1
4.55118,0.169258,-0.058683,0.158744,1,0.106431,-0.041109,0.152512,1
4.58734,0.169224,-0.059071,0.158668,1,0.106411,-0.041085,0.152491,1
4.61916,0.169199,-0.058736,0.158413,1,0.106339,-0.041229,0.152473,1
4.65518,0.169218,-0.059396,0.157616,1,0.106433,-0.042131,0.152270,1
4.68717,0.169106,-0.059296,0.156966,1,0.106256,-0.041550,0.152055,1
4.71923,0.169121,-0.059121,0.156469,1,0.106180,-0.042067,0.152132,1
4.75116,0.169236,-0.059356,0.155229,1,0.106309,-0.041604,0.151677,1
4.78717,0.169362,-0.058784,0.154077,1,0.106319,-0.040823,0.151345,1
4.81917,0.169175,-0.058911,0.153237,1,0.106095,-0.042199,0.151357,1
4.85518,0.169133,-0.059099,0.151952,1,0.106066,-0.041656,0.151004,1
4.88718,0.169293,-0.058120,0.150486,1,0.106077,-0.041810,0.150655,1
4.91923,0.169046,-0.058673,0.149173,1,0.105945,-0.041621,0.150343,1
4.95131,0.168874,-0.058709,0.147589,1,0.105826,-0.042152,0.149997,1
4.98704,0.168954,-0.057860,0.146037,1,0.105810,-0.041905,0.149708,1
5.01944,0.168575,-0.058120,0.144458,1,0.105534,-0.041585,0.149302,1
5.05502,0.168195,-0.058912,0.142840,1,0.105412,-0.041582,0.148920,1
5.08701,0.168133,-0.058153,0.141022,1,0.105401,-0.041621,0.148575,1
5.11921,0.167808,-0.057808,0.139229,1,0.105183,-0.040985,0.148135,1
5.15123,0.167235,-0.058033,0.137577,1,0.104838,-0.041406,0.147786,1
5.18721,0.167101,-0.057987,0.135735,1,0.104947,-0.041137,0.147413,1
5.21918,0.166581,-0.057758,0.134057,1,0.104665,-0.041257,0.147109,1
5.25516,0.166036,-0.057506,0.132267,1,0.104331,-0.040047,0.146572,1
5.28701,0.165481,-0.057033,0.130515,1,0.104049,-0.040240,0.146281,1
5.31934,0.165120,-0.056823,0.128673,1,0.104031,-0.040309,0.145858,1
5.35122,0.164353,-0.057435,0.127133,1,0.103716,-0.039362,0.145412,1
5.38717,0.163794,-0.056828,0.125457,1,0.103454,-0.038610,0.144959,1
5.41906,0.163260,-0.057073,0.123996,1,0.103396,-0.039776,0.144858,1
5.45502,0.162686,-0.056523,0.122382,1,0.103153,-0.039010,0.144394,1
5.48704,0.162034,-0.056685,0.121134,1,0.102885,-0.039124,0.144119,1
5.51902,0.161475,-0.056772,0.119973,1,0.102747,-0.039092,0.143911,1
5.55506,0.160993,-0.056507,0.118718,1,0.102624,-0.039051,0.143639,1
5.58704,0.160500,-0.056452,0.117820,1,0.102416,-0.038802,0.143445,1
5.61907,0.159969,-0.056805,0.116930,1,0.102277,-0.038923,0.143234,1
5.65504,0.159715,-0.056335,0.116121,1,0.102238,-0.038810,0.143093,1
5.68720,0.159301,-0.056508,0.115817,1,0.101966,-0.038444,0.142996,1
5.71920,0.159038,-0.056722,0.115452,1,0.101863,-0.038965,0.142987,1
5.75517,0.159097,-0.056192,0.115150,1,0.101931,-0.039096,0.142940,1
5.78703,0.159065,-0.056465,0.115303,1,0.101923,-0.038868,0.142974,1
5.81918,0.159058,-0.056307,0.115133,1,0.101918,-0.039183,0.142951,1
5.85502,0.159117,-0.056470,0.115157,1,0.102024,-0.038848,0.142902,1
5.88717,0.159248,-0.056229,0.115291,1,0.102030,-0.039118,0.142928,1
5.91904,0.159563,-0.055515,0.115930,1,0.101961,-0.038263,0.143014,1
5.95506,0.159923,-0.056264,0.116609,1,0.102217,-0.038459,0.143189,1
5.98728,0.160310,-0.055974,0.117056,1,0.102378,-0.038697,0.143240,1
6.01923,0.160624,-0.055893,0.118074,1,0.102328,-0.038416,0.143482,1
6.05521,0.161044,-0.055961,0.118786,1,0.102485,-0.038877,0.143655,1
6.08721,0.161588,-0.055620,0.119644,1,0.102697,-0.038482,0.143739,1
6.11918,0.162010,-0.056001,0.121018,1,0.102783,-0.038766,0.144171,1
6.15503,0.162535,-0.056131,0.122042,1,0.102953,-0.038546,0.144278,1
6.18718,0.163243,-0.055658,0.123296,1,0.103251,-0.038259,0.144518,1
6.21928,0.163702,-0.056374,0.124611,1,0.103503,-0.039395,0.144891,1
6.25520,0.164339,-0.055854,0.125821,1,0.103691,-0.038344,0.144978,1
6.28702,0.164662,-0.056585,0.127806,1,0.103709,-0.039638,0.145653,1
6.31919,0.165307,-0.056722,0.129099,1,0.104101,-0.039943,0.145834,1
6.35123,0.165614,-0.056573,0.130865,1,0.103997,-0.038572,0.146079,1
6.38721,0.166297,-0.056886,0.132502,1,0.104440,-0.040171,0.146637,1
6.41901,0.166653,-0.057037,0.134149,1,0.104558,-0.040522,0.146979,1
6.45530,0.167008,-0.057393,0.136118,1,0.104694,-0.039583,0.147333,1
6.48731,0.167582,-0.057315,0.137639,1,0.105060,-0.040539,0.147700,1
6.51918,0.167918,-0.057595,0.139407,1,0.105225,-0.040424,0.148067,1
6.55102,0.168086,-0.057876,0.141478,1,0.105240,-0.040732,0.148619,1
6.58702,0.168271,-0.058235,0.143172,1,0.105340,-0.041075,0.148978,1
6.61901,0.168526,-0.058502,0.144914,1,0.105535,-0.040926,0.149338,1
6.65504,0.168825,-0.058278,0.146638,1,0.105707,-0.041394,0.149796,1
6.68705,0.168912,-0.058483,0.148299,1,0.105770,-0.041053,0.150113,1
6.71916,0.169034,-0.058448,0.149873,1,0.105869,-0.040916,0.150437,1
6.75139,0.169165,-0.058538,0.151460,1,0.106000,-0.040776,0.150861,1
6.78698,0.169309,-0.058355,0.152603,1,0.106168,-0.041569,0.151055,1
6.81939,0.169169,-0.058995,0.154186,1,0.106134,-0.041209,0.151497,1
6.85500,0.169212,-0.059525,0.155355,1,0.106287,-0.041483,0.151776,1
6.88716,0.169131,-0.059128,0.156291,1,0.106228,-0.041246,0.151911,1
6.91900,0.169257,-0.059331,0.157108,1,0.106434,-0.041668,0.152140,1
6.95101,0.169299,-0.058619,0.157853,1,0.106359,-0.042073,0.152387,1
6.98718,0.169134,-0.059085,0.158561,1,0.106317,-0.040780,0.152457,1
7.01920,0.169307,-0.058840,0.158541,1,0.106518,-0.041464,0.152453,1
7.05501,0.169295,-0.058942,0.158589,1,0.106494,-0.041488,0.152449,1
7.08698,0.169123,-0.058726,0.158793,1,0.106284,-0.040499,0.152441,1
7.11901,0.168958,-0.059233,0.158855,1,0.106199,-0.042158,0.152624,1
7.15101,0.169312,-0.058573,0.158429,1,0.106431,-0.040394,0.152316,1
7.18718,0.169199,-0.059073,0.158024,1,0.106371,-0.041795,0.152385,1
7.21901,0.169203,-0.059079,0.157220,1,0.106322,-0.041930,0.152135,1
7.25524,0.169346,-0.058642,0.156708,1,0.106346,-0.041628,0.152104,1
7.28718,0.169227,-0.058997,0.155911,1,0.106273,-0.042242,0.151951,1
7.31897,0.169152,-0.058884,0.154747,1,0.106147,-0.041737,0.151552,1
7.35123,0.169406,-0.058444,0.153714,1,0.106250,-0.041079,0.151377,1
7.38738,0.169212,-0.058990,0.152624,1,0.106160,-0.041806,0.151150,1
7.41917,0.169122,-0.058923,0.151385,1,0.106019,-0.042445,0.150966,1
7.45517,0.168990,-0.058625,0.150010,1,0.105856,-0.041543,0.150529,1
7.48718,0.169020,-0.058961,0.148447,1,0.105993,-0.041800,0.150169,1
7.51917,0.168854,-0.058432,0.146904,1,0.105766,-0.041618,0.149817,1
7.55118,0.168604,-0.058510,0.145459,1,0.105577,-0.041512,0.149551,1
7.58717,0.168485,-0.058336,0.143699,1,0.105544,-0.041945,0.149161,1
7.61927,0.168354,-0.057965,0.141913,1,0.105498,-0.041686,0.148759,1
7.65521,0.167858,-0.058367,0.140312,1,0.105208,-0.041421,0.148378,1
7.68738,0.167652,-0.057787,0.138495,1,0.105107,-0.041046,0.147978,1
7.71925,0.167170,-0.057815,0.136739,1,0.104827,-0.040254,0.147528,1
7.75123,0.166832,-0.057605,0.134822,1,0.104768,-0.040423,0.147085,1
7.78720,0.166252,-0.057901,0.133135,1,0.104498,-0.040143,0.146733,1
7.81918,0.165852,-0.057259,0.131350,1,0.104277,-0.040226,0.146399,1
7.85500,0.165307,-0.057229,0.129602,1,0.104102,-0.039145,0.145930,1
7.88702,0.164769,-0.056957,0.127783,1,0.103942,-0.039833,0.145572,1
7.91903,0.164122,-0.056943,0.126309,1,0.103611,-0.039563,0.145302,1
7.95106,0.163509,-0.056902,0.124809,1,0.103380,-0.039360,0.144969,1
7.98709,0.162939,-0.056886,0.123276,1,0.103202,-0.039316,0.144656,1
8.01904,0.162292,-0.056592,0.121948,1,0.102906,-0.038868,0.144397,1
8.05522,0.161736,-0.056741,0.120557,1,0.102791,-0.038949,0.144033,1
8.08703,0.161209,-0.056819,0.119376,1,0.102667,-0.039134,0.143779,1
8.11903,0.160710,-0.056794,0.118287,1,0.102551,-0.039148,0.143563,1
8.15521,0.160161,-0.056810,0.117445,1,0.102289,-0.038977,0.143402,1
8.18719,0.159757,-0.056687,0.116638,1,0.102151,-0.039459,0.143295,1
8.21923,0.159471,-0.056680,0.115961,1,0.102109,-0.038972,0.143080,1
8.25521,0.159257,-0.056274,0.115476,1,0.102013,-0.038973,0.142983,1
8.28722,0.159157,-0.056406,0.115239,1,0.102001,-0.038908,0.142950,1
8.31903,0.159093,-0.056444,0.115333,1,0.101929,-0.038731,0.142906,1
8.35526,0.159155,-0.056536,0.115329,1,0.102022,-0.038818,0.142937,1
8.38705,0.159104,-0.056566,0.115341,1,0.101939,-0.038910,0.142939,1
8.41904,0.159220,-0.056010,0.115339,1,0.101946,-0.038556,0.142935,1
8.45501,0.159469,-0.056184,0.115472,1,0.102142,-0.038770,0.142890,1
8.48719,0.159604,-0.056213,0.116392,1,0.101987,-0.038734,0.143175,1
8.51903,0.159839,-0.056071,0.116912,1,0.101972,-0.038876,0.143273,1
8.55496,0.160554,-0.055714,0.117330,1,0.102463,-0.038765,0.143293,1
8.58745,0.160816,-0.056107,0.118449,1,0.102449,-0.038886,0.143600,1
8.61923,0.161240,-0.056235,0.119248,1,0.102589,-0.038884,0.143715,1
8.65506,0.161858,-0.055733,0.120217,1,0.102791,-0.037753,0.143771,1
8.68702,0.162172,-0.056040,0.121520,1,0.102770,-0.038596,0.144253,1
8.71904,0.162835,-0.055997,0.122511,1,0.103109,-0.038139,0.144287,1
8.75103,0.163451,-0.055892,0.123883,1,0.103347,-0.038424,0.144628,1
8.78717,0.163921,-0.056426,0.125284,1,0.103506,-0.038661,0.144979,1
8.81919,0.164456,-0.056330,0.126745,1,0.103696,-0.038646,0.145259,1
8.85523,0.165028,-0.056433,0.128348,1,0.103923,-0.038739,0.145648,1
8.88720,0.165592,-0.056572,0.129783,1,0.104214,-0.039595,0.145942,1
8.91933,0.166064,-0.056800,0.131601,1,0.104360,-0.039934,0.146418,1
8.95113,0.166356,-0.057314,0.133392,1,0.104417,-0.039507,0.146751,1
8.98723,0.166766,-0.057234,0.135132,1,0.104570,-0.039761,0.147092,1
9.01909,0.167227,-0.057504,0.136987,1,0.104795,-0.040206,0.147614,1
9.05520,0.167628,-0.057762,0.138529,1,0.105061,-0.040529,0.147867,1
9.08698,0.167967,-0.057853,0.140464,1,0.105182,-0.040155,0.148319,1
9.11901,0.168229,-0.058187,0.142225,1,0.105391,-0.041013,0.148762,1
9.15117,0.168341,-0.058431,0.144087,1,0.105381,-0.041319,0.149209,1
9.18717,0.168643,-0.058594,0.145782,1,0.105620,-0.041130,0.149575,1
9.21918,0.168993,-0.057910,0.147293,1,0.105815,-0.040412,0.149808,1
9.25524,0.168965,-0.058709,0.149058,1,0.105844,-0.041304,0.150309,1
9.28702,0.169125,-0.058800,0.150579,1,0.106010,-0.041632,0.150670,1
9.31900,0.169179,-0.058755,0.151988,1,0.106110,-0.041341,0.150949,1
9.35121,0.169229,-0.058885,0.153268,1,0.106203,-0.040995,0.151155,1
9.38698,0.169113,-0.059364,0.154778,1,0.106160,-0.041399,0.151631,1
9.41899,0.169238,-0.058990,0.155796,1,0.106287,-0.041815,0.151872,1
9.45498,0.169184,-0.059497,0.156737,1,0.106319,-0.041388,0.152057,1
9.48716,0.169251,-0.058712,0.157379,1,0.106332,-0.041622,0.152174,1
9.51897,0.169194,-0.058962,0.158030,1,0.106362,-0.041689,0.152343,1
9.55119,0.169123,-0.058651,0.158542,1,0.106274,-0.040961,0.152411,1
9.58720,0.169065,-0.059218,0.158781,1,0.106315,-0.041164,0.152525,1
9.61910,0.168996,-0.059406,0.158872,1,0.106279,-0.040981,0.152511,1
9.65527,0.169264,-0.058928,0.158779,1,0.106433,-0.041522,0.152588,1
9.68730,0.169322,-0.059063,0.158476,1,0.106548,-0.041692,0.152400,1
9.71901,0.169267,-0.058802,0.158379,1,0.106412,-0.041222,0.152471,1
9.75116,0.169121,-0.059651,0.157665,1,0.106355,-0.042316,0.152299,1
9.78718,0.169461,-0.058381,0.156869,1,0.106449,-0.041431,0.152077,1
9.81898,0.169105,-0.058994,0.156468,1,0.106163,-0.041643,0.152070,1
9.85516,0.169122,-0.059121,0.155237,1,0.106160,-0.042143,0.151690,1
9.88724,0.169239,-0.058758,0.154273,1,0.106159,-0.041544,0.151524,1
9.91900,0.169106,-0.058755,0.153263,1,0.106037,-0.042113,0.151323,1
9.95118,0.169207,-0.059014,0.151793,1,0.106136,-0.041768,0.150872,1
9.98707,0.169165,-0.058514,0.150636,1,0.105993,-0.042196,0.150751,1
10.01903,0.169097,-0.058875,0.149287,1,0.106037,-0.042123,0.150467,1
10.05543,0.168876,-0.058769,0.147631,1,0.105814,-0.041782,0.149961,1
10.08704,0.168777,-0.057969,0.146126,1,0.105650,-0.041883,0.149690,1
10.11900,0.168688,-0.058228,0.144536,1,0.105699,-0.042072,0.149426,1
10.15121,0.168303,-0.058304,0.142781,1,0.105433,-0.041518,0.148889,1
10.18717,0.168024,-0.058806,0.141115,1,0.105353,-0.041426,0.148534,1
10.21898,0.167888,-0.057622,0.139274,1,0.105222,-0.041597,0.148259,1
10.25518,0.167112,-0.057811,0.137703,1,0.104676,-0.041047,0.147804,1
10.28713,0.167000,-0.057744,0.135648,1,0.104806,-0.041063,0.147285,1
10.31918,0.166541,-0.057818,0.134021,1,0.104646,-0.041382,0.147056,1
10.35122,0.166206,-0.057050,0.132144,1,0.104494,-0.040191,0.146540,1
10.38699,0.165537,-0.057105,0.130364,1,0.104153,-0.040238,0.146124,1
10.41900,0.165013,-0.057246,0.128872,1,0.103957,-0.040510,0.145944,1
10.45501,0.164396,-0.057201,0.127195,1,0.103748,-0.039966,0.145543,1
10.48704,0.163952,-0.056692,0.125340,1,0.103624,-0.038490,0.144886,1
10.51921,0.163255,-0.057054,0.123922,1,0.103381,-0.039578,0.144741,1
10.55120,0.162739,-0.056866,0.122520,1,0.103241,-0.039434,0.144532,1
10.58731,0.162200,-0.056341,0.121003,1,0.103027,-0.038336,0.143974,1
10.61900,0.161447,-0.057092,0.119959,1,0.102731,-0.039401,0.143885,1
10.65522,0.160951,-0.056815,0.118930,1,0.102592,-0.039620,0.143851,1
10.68701,0.160441,-0.056447,0.117872,1,0.102362,-0.038572,0.143433,1
10.71920,0.160010,-0.056734,0.116891,1,0.102269,-0.038888,0.143176,1
10.75537,0.159576,-0.057133,0.116412,1,0.102140,-0.039324,0.143267,1
10.78703,0.159379,-0.056736,0.115796,1,0.102131,-0.038919,0.143047,1
10.81919,0.159136,-0.056487,0.115247,1,0.101984,-0.038982,0.142827,1
10.85537,0.159119,-0.056339,0.115022,1,0.101996,-0.039122,0.142826,1
10.88722,0.159184,-0.056299,0.115249,1,0.102072,-0.039152,0.143029,1
10.91918,0.159198,-0.055990,0.115088,1,0.102019,-0.038749,0.142872,1
10.95523,0.159165,-0.056288,0.115252,1,0.101947,-0.039147,0.142925,1
10.98700,0.159358,-0.056327,0.115668,1,0.102066,-0.039293,0.143115,1
11.01900,0.159503,-0.056221,0.116020,1,0.102015,-0.038734,0.143067,1
11.05520,0.159911,-0.056211,0.116432,1,0.102238,-0.038725,0.143079,1
11.08702,0.160225,-0.056432,0.117278,1,0.102321,-0.039376,0.143448,1
11.11900,0.160653,-0.055849,0.117888,1,0.102426,-0.038396,0.143399,1
11.15497,0.161160,-0.055745,0.118635,1,0.102596,-0.038469,0.143503,1
11.18700,0.161583,-0.055871,0.119674,1,0.102720,-0.038651,0.143784,1
11.21918,0.162111,-0.055614,0.120770,1,0.102898,-0.038730,0.144070,1
11.25520,0.162689,-0.055783,0.121851,1,0.103113,-0.037643,0.144088,1
