step,t_s,target_shoulder_pan,target_shoulder_lift,target_elbow_flex,target_wrist_flex,target_wrist_roll,target_gripper,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper
0,0.0000,0.000000,-1.400000,1.200000,0.000000,0.000000,0.500000,-0.004270,-1.394495,1.223370,0.008481,0.002973,0.502428
1,0.0667,0.000000,-1.395420,1.196438,0.000000,0.000000,0.500000,-0.004270,-1.394495,1.223370,0.008481,0.002973,0.502428
2,0.1333,0.000000,-1.381772,1.185823,0.000000,0.000000,0.500000,-0.004270,-1.394495,1.214160,0.008481,0.002973,0.502428
3,0.2000,0.000000,-1.359334,1.168371,0.000000,0.000000,0.500000,-0.004270,-1.390072,1.204950,0.008481,0.002973,0.502428
4,0.2667,0.000000,-1.328564,1.144439,0.000000,0.000000,0.500000,-0.004270,-1.372383,1.192670,0.008481,0.002973,0.502428
5,0.3333,0.000000,-1.290087,1.114512,0.000000,0.000000,0.500000,-0.004270,-1.354694,1.175786,0.008481,0.002973,0.502428
6,0.4000,0.000000,-1.244687,1.079201,0.000000,0.000000,0.500000,-0.004270,-1.328160,1.154296,0.008481,0.002973,0.502428
7,0.4667,0.000000,-1.193288,1.039224,0.000000,0.000000,0.500000,-0.004270,-1.298678,1.129737,0.008481,0.002973,0.502428
8,0.5333,0.000000,-1.136937,0.995395,0.000000,0.000000,0.500000,-0.004270,-1.267722,1.100572,0.008481,0.002973,0.502428
9,0.6000,0.000000,-1.076780,0.948606,0.000000,0.000000,0.500000,-0.004270,-1.229396,1.069873,0.008481,0.002973,0.502428
10,0.6667,0.000000,-1.014042,0.899810,0.000000,0.000000,0.500000,-0.004270,-1.189595,1.034569,0.008481,0.002973,0.502428
11,0.7333,0.000000,-0.950000,0.850000,0.000000,0.000000,0.500000,-0.004270,-1.145372,0.996194,0.008481,0.002973,0.502428
12,0.8000,0.000000,-0.885958,0.800190,0.000000,0.000000,0.500000,-0.004270,-1.098201,0.957820,0.008481,0.002973,0.502428
13,0.8667,0.000000,-0.823220,0.751394,0.000000,0.000000,0.500000,-0.004270,-1.048082,0.916376,0.008481,0.002973,0.502428
